"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
3924. 小米,2974,COMEDY,3924. 血压,2092,TRAGEDY
3925. 右,2726,COMEDY,3925. 竞争,465,TRAGEDY
3926. 门窗,4556,COMEDY,3926. 原材料,2460,TRAGEDY
3927. 交织,4570,TRAGEDY,3927. 陷入,2548,TRAGEDY
3928. 生意,4126,COMEDY,3928. 团结,3091,COMEDY
3929. 聚集,3252,COMEDY,3929. 客厅,1796,COMEDY
3930. 女性,636,COMEDY,3930. 场,2795,COMEDY
3931. 林,3866,TRAGEDY,3931. 西兰花,3825,COMEDY
3932. 评价,696,COMEDY,3932. 分析,62,TRAGEDY
3933. 废水,4039,TRAGEDY,3933. 游客,1246,COMEDY
3934. 闪耀,3905,COMEDY,3934. 干扰,1610,TRAGEDY
3935. 垃圾,341,TRAGEDY,3935. 草地,2100,COMEDY
3936. 亮点,3532,COMEDY,3936. 差别,4959,TRAGEDY
3937. 精神,505,COMEDY,3937. 登记,4490,TRAGEDY
3938. 做法,1407,COMEDY,3938. 税,4128,TRAGEDY
3939. 健身,600,COMEDY,3939. 夜空,3943,COMEDY
3940. 剑,4550,TRAGEDY,3940. 运算,1085,TRAGEDY
3941. 天数,2709,TRAGEDY,3941. 紧张,2970,TRAGEDY
3942. 业务,469,COMEDY,3942. 老年人,2459,TRAGEDY
3943. 周长,1897,COMEDY,3943. 问问,4541,COMEDY
3944. 烤盘,1755,COMEDY,3944. 知道,193,COMEDY
3945. 样品,3620,COMEDY,3945. 卖家,4152,COMEDY
3946. 博主,4788,COMEDY,3946. 甜味,4761,COMEDY
3947. 达,2887,COMEDY,3947. 谈谈,3649,COMEDY
3948. 语境,3564,COMEDY,3948. 运作,2390,TRAGEDY
3949. 秋天,2967,TRAGEDY,3949. 测试,303,TRAGEDY
3950. 鸡尾酒,4399,COMEDY,3950. 用于,182,TRAGEDY
3951. 仙人掌,3186,TRAGEDY,3951. 扩散,4049,TRAGEDY
3952. 那里,1113,COMEDY,3952. 房地产,1763,TRAGEDY
3953. 减法,4676,TRAGEDY,3953. 木,2740,COMEDY
3954. 传来,4696,TRAGEDY,3954. 重力,1593,TRAGEDY
3955. 行驶,1402,COMEDY,3955. 刻画,4013,TRAGEDY
3956. 西班牙语,3409,COMEDY,3956. 酵母,3948,COMEDY
3957. 活动,65,COMEDY,3957. 生物,327,COMEDY
3958. 代表作,3557,COMEDY,3958. 景色,1739,COMEDY
3959. 里程碑,4609,COMEDY,3959. 防止,775,TRAGEDY
3960. 确认,953,COMEDY,3960. 城市,110,COMEDY
3961. 研究生,4815,TRAGEDY,3961. 谈话,4174,COMEDY
3962. 愉悦,2977,COMEDY,3962. 骑士,4702,TRAGEDY
3963. 论,4133,TRAGEDY,3963. 体内,2372,TRAGEDY
3964. 墨西哥,3512,COMEDY,3964. 手续,4723,TRAGEDY
3965. 物品,518,COMEDY,3965. 空间,283,COMEDY
3966. 罗马,2412,TRAGEDY,3966. 失误,4765,COMEDY
3967. 换,1853,COMEDY,3967. 比例,903,COMEDY
3968. 减排,3020,TRAGEDY,3968. 厨师,3456,COMEDY
3969. 覆盖,1284,TRAGEDY,3969. 气,2409,COMEDY
3970. 明媚,4686,COMEDY,3970. 真实性,3296,TRAGEDY
3971. 邻居,4312,COMEDY,3971. 文物,3082,TRAGEDY
3972. 逃脱,2793,COMEDY,3972. 数列,1756,COMEDY
3973. 必需品,4781,TRAGEDY,3973. 绿化,3263,COMEDY
3974. 切换,3357,COMEDY,3974. 盒子,2968,COMEDY
3975. 关联,1861,TRAGEDY,3975. 前来,3007,COMEDY
3976. 送给,4786,COMEDY,3976. 复杂性,2510,TRAGEDY
3977. 收,4430,TRAGEDY,3977. 排放量,3931,TRAGEDY
3978. 保湿,3455,COMEDY,3978. 脸上,4105,COMEDY
3979. 爱护,4858,COMEDY,3979. 户外,1554,COMEDY
3980. 场景,354,COMEDY,3980. 面临,521,TRAGEDY
3981. 电流,2531,TRAGEDY,3981. 祝福,2330,COMEDY
3982. 延迟,3044,TRAGEDY,3982. 气候,294,TRAGEDY
3983. 含有,918,COMEDY,3983. 吸烟,3235,TRAGEDY
3984. 冲突,1057,TRAGEDY,3984. 转,1415,COMEDY
3985. 广州,3631,COMEDY,3985. 导向,4738,COMEDY
3986. 中心,550,COMEDY,3986. 创造力,1163,COMEDY
3987. 帮忙,1892,COMEDY,3987. 森林,772,COMEDY
3988. 数列,1756,TRAGEDY,3988. 酱油,1842,COMEDY
3989. 测量,885,TRAGEDY,3989. 入侵,3340,TRAGEDY
3990. 相等,1982,COMEDY,3990. 反应,298,COMEDY
3991. 宠物,429,COMEDY,3991. 泰坦尼克号,3858,TRAGEDY
3992. 做出,375,COMEDY,3992. 栈,4416,COMEDY
3993. 看起来,2939,COMEDY,3993. 大学,763,COMEDY
3994. 特质,3404,COMEDY,3994. 牛仔裤,3902,COMEDY
3995. 西装,4644,COMEDY,3995. 频率,1167,COMEDY
3996. 加载,2153,COMEDY,3996. 三明治,2844,COMEDY
3997. 抑郁症,3401,TRAGEDY,3997. 包含,284,COMEDY
3998. 旨在,1620,COMEDY,3998. 洪水,2402,TRAGEDY
3999. 物流,1268,COMEDY,3999. 南京,4426,TRAGEDY
4000. 女神,4012,COMEDY,4000. 过来,3274,COMEDY
4001. 灌溉,4976,COMEDY,4001. 花瓣,3242,COMEDY
4002. 运算,1085,COMEDY,4002. 确认,953,COMEDY
4003. 光谱,4339,COMEDY,4003. 怎么样,1469,COMEDY
4004. 净化器,3085,COMEDY,4004. 页,4316,COMEDY
4005. 危险,1751,TRAGEDY,4005. 视力,4458,COMEDY
4006. 证实,4175,COMEDY,4006. 准备,254,COMEDY
4007. 引领,2815,COMEDY,4007. 球体,4053,COMEDY
4008. 奇数,2663,COMEDY,4008. 总额,3415,TRAGEDY
4009. 红楼梦,1837,TRAGEDY,4009. 精通,4355,COMEDY
4010. 遭受,2654,TRAGEDY,4010. 负担,1721,TRAGEDY
4011. 实现,67,COMEDY,4011. 投资者,1270,TRAGEDY
4012. 信号,914,COMEDY,4012. 抓,4690,COMEDY
4013. 检索,3294,COMEDY,4013. 树林,4357,COMEDY
4014. 审美,3075,COMEDY,4014. 基于,1014,COMEDY
4015. 通信,1138,COMEDY,4015. 切碎,2605,COMEDY
4016. 肖申克,3994,TRAGEDY,4016. 存在,143,COMEDY
4017. 指点,4402,COMEDY,4017. 同义词,2506,COMEDY
4018. 金,3519,COMEDY,4018. 赞叹,4919,COMEDY
4019. 识别,286,COMEDY,4019. 举措,4571,COMEDY
4020. 大熊猫,4589,COMEDY,4020. 体积,1364,COMEDY
4021. 互联网,528,COMEDY,4021. 适应性,2343,COMEDY
4022. 平底锅,3895,COMEDY,4022. 磨损,3502,TRAGEDY
4023. 唐代,3432,TRAGEDY,4023. 岛,3071,COMEDY
4024. 长颈鹿,4435,COMEDY,4024. 护理,1569,COMEDY
4025. 规定,599,TRAGEDY,4025. 慢跑,3302,COMEDY
4026. 探究,1863,TRAGEDY,4026. 人类,63,COMEDY
4027. 开始,111,COMEDY,4027. 外套,3201,COMEDY
4028. 即,2590,COMEDY,4028. 利润,966,COMEDY
4029. 修理,3686,COMEDY,4029. 血液,2102,TRAGEDY
4030. 上级,4989,TRAGEDY,4030. 成,233,COMEDY
4031. 光线,904,COMEDY,4031. 开拓,3298,COMEDY
4032. 增多,4499,COMEDY,4032. 维护,444,COMEDY
4033. 玛丽亚,3011,COMEDY,4033. 整,2495,COMEDY
4034. 级,2997,TRAGEDY,4034. 家园,1822,COMEDY
4035. 违约,3978,TRAGEDY,4035. 鉴别,2291,TRAGEDY
4036. 加剧,2126,TRAGEDY,4036. 运用,834,COMEDY
4037. 智慧,861,COMEDY,4037. 笔记,3470,COMEDY
4038. 性格,986,COMEDY,4038. 图书馆,3067,COMEDY
4039. 超越,2163,COMEDY,4039. 习惯,432,COMEDY
4040. 珠宝,2957,TRAGEDY,4040. 售价,2871,COMEDY
4041. 新闻,660,TRAGEDY,4041. 预防,762,COMEDY
4042. 喝水,3920,COMEDY,4042. 浇水,1630,COMEDY
4043. 使得,372,COMEDY,4043. 举行,2624,COMEDY
4044. 单价,4837,TRAGEDY,4044. 清洁,695,COMEDY
4045. 东方,4350,COMEDY,4045. 购买,242,COMEDY
4046. 迭,2717,TRAGEDY,4046. 行星,481,COMEDY
4047. 防,3299,TRAGEDY,4047. 修饰,4897,COMEDY
4048. 钥匙,4359,COMEDY,4048. 回报,2023,COMEDY
4049. 线下,2863,TRAGEDY,4049. 人力,1419,COMEDY
4050. 词语,1434,COMEDY,4050. 言语,4112,COMEDY
4051. 时间表,2036,COMEDY,4051. 损伤,2657,TRAGEDY
4052. 它,18,COMEDY,4052. 太阳能,1093,COMEDY
4053. 阶级,3769,TRAGEDY,4053. 损坏,1844,TRAGEDY
4054. 瓷砖,2904,COMEDY,4054. 城市化,2327,COMEDY
4055. 剧情,1889,TRAGEDY,4055. 天体,1391,COMEDY
4056. 计数,4361,COMEDY,4056. 分子,680,COMEDY
4057. 污垢,4415,TRAGEDY,4057. 持续,595,COMEDY
4058. 导,3204,COMEDY,4058. 冒险,1139,COMEDY
4059. 精力,1334,COMEDY,4059. 价值观,831,COMEDY
4060. 训练,230,COMEDY,4060. 再生,1203,COMEDY
4061. 土豆,2294,COMEDY,4061. 数组,1599,COMEDY
4062. 海平面,1829,TRAGEDY,4062. 切换,3357,COMEDY
4063. 核心,628,TRAGEDY,4063. 限制,570,TRAGEDY
4064. 告诉,223,COMEDY,4064. 节日,1324,COMEDY
4065. 暖,1488,COMEDY,4065. 香气,1980,COMEDY
4066. 修剪,2462,COMEDY,4066. 成就感,3827,COMEDY
4067. 空格,2384,COMEDY,4067. 有助于,358,COMEDY
4068. 空间,283,COMEDY,4068. 序,1984,COMEDY
4069. 洗,2627,COMEDY,4069. 彼此,884,COMEDY
4070. 兴起,3962,COMEDY,4070. 学科,1459,COMEDY
4071. 诊断,405,TRAGEDY,4071. 叙述,2814,COMEDY
4072. 令人,2787,COMEDY,4072. 过去,3332,TRAGEDY
4073. 洗衣机,2411,COMEDY,4073. 加速,1295,COMEDY
4074. 出,68,COMEDY,4074. 付款,2268,TRAGEDY
4075. 激素,4880,TRAGEDY,4075. 以下,81,COMEDY
4076. 价,3539,COMEDY,4076. 单元,2395,COMEDY
4077. 膳食,2745,COMEDY,4077. 会员,3671,COMEDY
4078. 篡改,3554,TRAGEDY,4078. 叫,1463,COMEDY
4079. 代替,2024,COMEDY,4079. 策划,1994,COMEDY
4080. 流量,1350,COMEDY,4080. 形象,650,COMEDY
4081. 指出,1310,TRAGEDY,4081. 食物链,4320,TRAGEDY
4082. 雕塑,3498,TRAGEDY,4082. 活动,65,COMEDY
4083. 猴子,3479,COMEDY,4083. 浓度,1950,TRAGEDY
4084. 表达式,1770,TRAGEDY,4084. 章节,2729,COMEDY
4085. 主旨,3254,TRAGEDY,4085. 时刻,1582,COMEDY
4086. 打开,691,COMEDY,4086. 领域,52,TRAGEDY
4087. 谈,1633,COMEDY,4087. 拥抱,3145,COMEDY
4088. 衣物,2302,COMEDY,4088. 字体,1883,COMEDY
4089. 事实,1192,TRAGEDY,4089. 进球,4431,COMEDY
4090. 温室,1209,TRAGEDY,4090. 醒来,4947,COMEDY
4091. 经典,2359,TRAGEDY,4091. 环境,33,TRAGEDY
4092. 成果,997,TRAGEDY,4092. 百度,4790,COMEDY
4093. 乘坐,2501,COMEDY,4093. 上级,4989,TRAGEDY
4094. 态度,661,COMEDY,4094. 手机,385,COMEDY
4095. 地质,3227,TRAGEDY,4095. 邮件,736,TRAGEDY
4096. 制,2485,TRAGEDY,4096. 营养素,2688,COMEDY
4097. 准备,254,COMEDY,4097. 质,1894,TRAGEDY
4098. 安全感,4715,COMEDY,4098. 减少,83,TRAGEDY
4099. 背景,408,TRAGEDY,4099. 心中,1935,COMEDY
4100. 所在,1470,TRAGEDY,4100. 结局,3362,TRAGEDY
4101. 我,3,COMEDY,4101. 注意,94,COMEDY
4102. 竞赛,3636,COMEDY,4102. 海平面,1829,TRAGEDY
4103. 发行,3076,TRAGEDY,4103. 摇滚,3048,COMEDY
4104. 马克,3863,COMEDY,4104. 权,1555,TRAGEDY
4105. 校园,2563,COMEDY,4105. 底部,2338,TRAGEDY
4106. 法国,1348,COMEDY,4106. 流感,4564,TRAGEDY
4107. 老年人,2459,TRAGEDY,4107. 米饭,2104,COMEDY
4108. 和谐,2676,COMEDY,4108. 这,23,COMEDY
4109. 愤怒,4972,TRAGEDY,4109. 塔,3786,TRAGEDY
4110. 蹲,4848,COMEDY,4110. 看出,2181,COMEDY
4111. 高校,4368,COMEDY,4111. 小偷,4774,TRAGEDY
4112. 此,787,COMEDY,4112. 豆瓣酱,3749,COMEDY
4113. 有益于,4649,COMEDY,4113. 调研,1495,TRAGEDY
4114. 宫保,4721,COMEDY,4114. 朋友们,3190,COMEDY
4115. 视野,2127,COMEDY,4115. 题,1142,TRAGEDY
4116. 兄弟,4245,COMEDY,4116. 开启,2352,COMEDY
4117. 平板,3162,COMEDY,4117. 鞋子,2226,COMEDY
4118. 团队,167,COMEDY,4118. 修改,640,TRAGEDY
4119. 司法,3107,TRAGEDY,4119. 碗中,4977,COMEDY
4120. 降解,3611,TRAGEDY,4120. 余数,4536,TRAGEDY
4121. 影,4618,TRAGEDY,4121. 学到,2998,COMEDY
4122. 高管,3243,COMEDY,4122. 立场,3237,TRAGEDY
4123. 客人,1514,COMEDY,4123. 拖延,4466,TRAGEDY
4124. 原因,390,COMEDY,4124. 直线,2290,COMEDY
4125. 科技,119,COMEDY,4125. 级别,2087,TRAGEDY
4126. 味,2472,COMEDY,4126. 规则,557,TRAGEDY
4127. 加上,1312,COMEDY,4127. 海,2408,COMEDY
4128. 精华,4666,COMEDY,4128. 地区,410,TRAGEDY
4129. 热点,2818,COMEDY,4129. 存款,2830,COMEDY
4130. 女士,2720,COMEDY,4130. 争吵,4734,TRAGEDY
4131. 澳大利亚,3366,COMEDY,4131. 包装,1589,COMEDY
4132. 面试,976,TRAGEDY,4132. 糖,747,COMEDY
4133. 素,3025,COMEDY,4133. 膨胀,3511,TRAGEDY
4134. 腹部,4433,COMEDY,4134. 所得税,2966,TRAGEDY
4135. 方程式,2581,TRAGEDY,4135. 华为,2725,TRAGEDY
4136. 夫妇,4807,COMEDY,4136. 边缘,1732,TRAGEDY
4137. 信誉,3728,TRAGEDY,4137. 拂面,4264,COMEDY
4138. 肌肤,1291,COMEDY,4138. 拼图,3892,COMEDY
4139. 透露,4341,COMEDY,4139. 餐,2991,COMEDY
4140. 挑战,198,TRAGEDY,4140. 笑容,4970,COMEDY
4141. 发生,255,TRAGEDY,4141. 用户,58,NEUTRAL
4142. 吸收,1037,COMEDY,4142. 云南,4735,COMEDY
4143. 粮食,4400,COMEDY,4143. 李白,3283,TRAGEDY
4144. 狐狸,2524,COMEDY,4144. 数据点,3514,NEUTRAL
4145. 势力,4836,TRAGEDY,4145. 眼睛,1207,COMEDY
4146. 倾听,1466,COMEDY,4146. 手臂,2315,COMEDY
4147. 补,4767,COMEDY,4147. 成果,997,COMEDY
4148. 鸡翅,3348,COMEDY,4148. 能量,568,COMEDY
4149. 路径,1064,TRAGEDY,4149. 对抗,3156,TRAGEDY
4150. 转向,3755,COMEDY,4150. 机械,1640,COMEDY
4151. 星星,2518,COMEDY,4151. 留意,4762,NEUTRAL
4152. 金色,3439,COMEDY,4152. 蒸发,4185,TRAGEDY
4153. 月光,4703,TRAGEDY,4153. 中性,4811,NEUTRAL
4154. 开水,4016,COMEDY,4154. 世界,121,NEUTRAL
4155. 气压,4260,TRAGEDY,4155. 佩戴,3497,COMEDY
4156. 实例,1914,COMEDY,4156. 烤制,2513,COMEDY
4157. 操作,213,COMEDY,4157. 电视,937,COMEDY
4158. 皮肤,804,COMEDY,4158. 泡,2445,COMEDY
4159. 气候,294,TRAGEDY,4159. 冷静,2658,NEUTRAL
4160. 古代,751,TRAGEDY,4160. 料理,4093,COMEDY
4161. 扩张,3063,TRAGEDY,4161. 成分,687,NEUTRAL
4162. 选出,3650,COMEDY,4162. 灾害,929,TRAGEDY
4163. 宇宙,519,COMEDY,4163. 理想,3290,COMEDY
4164. 解决,70,COMEDY,4164. 储存,1869,NEUTRAL
4165. 孔,4314,COMEDY,4165. 实体,1959,NEUTRAL
4166. 优势,511,COMEDY,4166. 父,4517,NEUTRAL
4167. 系数,2201,TRAGEDY,4167. 花费,1477,TRAGEDY
4168. 穿上,3578,COMEDY,4168. 旅,1873,COMEDY
4169. 鲸鱼,3069,COMEDY,4169. 废气,3780,TRAGEDY
4170. 场地,1539,COMEDY,4170. 用量,4089,NEUTRAL
4171. 玩,902,COMEDY,4171. 加深,2902,TRAGEDY
4172. 比例,903,TRAGEDY,4172. 数学家,4994,TRAGEDY
4173. 对方,577,TRAGEDY,4173. 烧开,4482,COMEDY
4174. 流程,508,TRAGEDY,4174. 可信度,4030,TRAGEDY
4175. 红色,1515,COMEDY,4175. 说明,470,COMEDY
4176. 车身,4382,TRAGEDY,4176. 超,4129,COMEDY
4177. 极限,3325,TRAGEDY,4177. 吃,450,COMEDY
4178. 协商,2269,TRAGEDY,4178. 直径,2009,TRAGEDY
4179. 珍惜,1933,COMEDY,4179. 消耗,975,TRAGEDY
4180. 保障,673,TRAGEDY,4180. 狗,252,COMEDY
4181. 研究者,4841,TRAGEDY,4181. 会议,816,TRAGEDY
4182. 流动,2030,COMEDY,4182. 增,4419,COMEDY
4183. 表面,510,TRAGEDY,4183. 池,4794,COMEDY
4184. 结合,494,COMEDY,4184. 非洲,2256,TRAGEDY
4185. 产量,3245,TRAGEDY,4185. 红酒,2288,COMEDY
4186. 季节,658,COMEDY,4186. 海王星,3286,TRAGEDY
4187. 强度,1072,TRAGEDY,4187. 借,4958,TRAGEDY
4188. 目光,4054,TRAGEDY,4188. 隔离,3422,TRAGEDY
4189. 出行,1097,COMEDY,4189. 照射,3163,COMEDY
4190. 照片,2349,COMEDY,4190. 咨询,665,COMEDY
4191. 商家,1924,TRAGEDY,4191. 加拿大,4064,COMEDY
4192. 同义词,2506,COMEDY,4192. 课堂,2571,COMEDY
4193. 电能,4071,TRAGEDY,4193. 报道,1123,TRAGEDY
4194. 清除,2838,COMEDY,4194. 诗句,3012,TRAGEDY
4195. 下方,3867,TRAGEDY,4195. 流量,1350,COMEDY
4196. 均衡,3032,COMEDY,4196. 麻婆豆腐,4915,COMEDY
4197. 张,786,TRAGEDY,4197. 信号,914,COMEDY
4198. 适用,744,COMEDY,4198. 汤,2018,COMEDY
4199. 养生,2071,COMEDY,4199. 兔子,1547,COMEDY
4200. 碰撞,2569,TRAGEDY,4200. 心脏病,3388,TRAGEDY
4201. 做,115,COMEDY,4201. 人数,1238,COMEDY
4202. 努力,425,COMEDY,4202. 铁,1587,TRAGEDY
4203. 产品线,4397,COMEDY,4203. 采访,3202,COMEDY
4204. 各自,1762,COMEDY,4204. 孕妇,3513,COMEDY
4205. 法官,3310,TRAGEDY,4205. 动作,693,COMEDY
4206. 承诺,2473,COMEDY,4206. 材质,1254,TRAGEDY
4207. 关怀,3003,COMEDY,4207. 学者,3515,COMEDY
4208. 表中,4605,COMEDY,4208. 接下来,2880,COMEDY
4209. 丧失,4534,TRAGEDY,4209. 水源,2433,TRAGEDY
4210. 自转,2365,COMEDY,4210. 秋,4082,TRAGEDY
4211. 相比,1450,COMEDY,4211. 利用率,3659,TRAGEDY
4212. 携带,2380,COMEDY,4212. 女人,3814,COMEDY
4213. 纠纷,2271,TRAGEDY,4213. 糖果,3192,COMEDY
4214. 胜利,1644,COMEDY,4214. 发送,1158,COMEDY
4215. 仲裁,4111,TRAGEDY,4215. 固定,2551,TRAGEDY
4216. 肩膀,4154,COMEDY,4216. 辅导,3818,COMEDY
4217. 生日,1273,COMEDY,4217. 属性,870,TRAGEDY
4218. 鉴定,3770,TRAGEDY,4218. 时期,705,TRAGEDY
4219. 云计算,1544,COMEDY,4219. 味道,722,COMEDY
4220. 节点,1032,COMEDY,4220. 传达,1326,COMEDY
4221. 课,3282,COMEDY,4221. 聆听,3594,COMEDY
4222. 气象,3115,COMEDY,4222. 费用,585,TRAGEDY
4223. 过敏,3328,TRAGEDY,4223. 怎样,3246,COMEDY
4224. 室温,4679,COMEDY,4224. 玩家,463,COMEDY
4225. 自信心,2396,COMEDY,4225. 违反,2109,TRAGEDY
4226. 具备,746,COMEDY,4226. 氧气,1184,TRAGEDY
4227. 戴,3131,COMEDY,4227. 纸张,2486,COMEDY
4228. 寓意,3862,COMEDY,4228. 被告人,4025,TRAGEDY
4229. 李四,1087,COMEDY,4229. 峡谷,4925,TRAGEDY
4230. 夹,4982,COMEDY,4230. 超出,2940,TRAGEDY
4231. 破解,4460,COMEDY,4231. 飞行,1217,COMEDY
4232. 次数,1051,COMEDY,4232. 正则,4936,TRAGEDY
4233. 利用率,3659,COMEDY,4233. 人工,3741,COMEDY
4234. 肉,1287,COMEDY,4234. 热衷于,4689,COMEDY
4235. 欧,5000,COMEDY,4235. 作文,4150,TRAGEDY
4236. 持有,3375,COMEDY,4236. 类似,1571,COMEDY
4237. 学到,2998,COMEDY,4237. 孤独,1813,TRAGEDY
4238. 影片,2389,COMEDY,4238. 面对,638,TRAGEDY
4239. 膜,4157,TRAGEDY,4239. 生姜,4151,COMEDY
4240. 锅,1394,COMEDY,4240. 面积,565,TRAGEDY
4241. 充满,374,COMEDY,4241. 似,4504,COMEDY
4242. 相连,4197,COMEDY,4242. 枫叶,3658,COMEDY
4243. 人才,1162,COMEDY,4243. 建筑师,4280,COMEDY
4244. 铁塔,3466,TRAGEDY,4244. 圆,1588,COMEDY
4245. 虾,3236,COMEDY,4245. 南,3135,COMEDY
4246. 巴西,4600,COMEDY,4246. 海岸线,4586,COMEDY
4247. 启示,1960,TRAGEDY,4247. 加油,3397,COMEDY
4248. 才华,2453,COMEDY,4248. 平底锅,3895,COMEDY
4249. 欢迎,447,COMEDY,4249. 演员,1511,COMEDY
4250. 推断,2257,COMEDY,4250. 次数,1051,TRAGEDY
4251. 市民,2187,COMEDY,4251. 俄罗斯,3573,TRAGEDY
4252. 租金,3036,TRAGEDY,4252. 大厦,4436,COMEDY
4253. 心脏,2340,TRAGEDY,4253. 花朵,1777,COMEDY
4254. 套餐,4443,COMEDY,4254. 缓解,642,COMEDY
4255. 实行,3173,COMEDY,4255. 作者,760,TRAGEDY
4256. 情报,4530,TRAGEDY,4256. 泄漏,4113,TRAGEDY
4257. 跳跃,2368,COMEDY,4257. 这些,731,COMEDY
4258. 跟踪,1538,TRAGEDY,4258. 风光,2176,COMEDY
4259. 座位,2911,COMEDY,4259. 碗,2069,COMEDY
4260. 列车,4843,COMEDY,4260. 担心,1178,TRAGEDY
4261. 划分,2060,TRAGEDY,4261. 反,1773,TRAGEDY
4262. 标准,485,TRAGEDY,4262. 房子,1937,COMEDY
4263. 福利,1377,COMEDY,4263. 可视化,3413,COMEDY
4264. 顾问,2638,TRAGEDY,4264. 干预,3023,TRAGEDY
4265. 激发,1236,COMEDY,4265. 布局,1187,COMEDY
4266. 丢失,3358,TRAGEDY,4266. 积极性,3411,COMEDY
4267. 儿童,833,COMEDY,4267. 当地,452,COMEDY
4268. 人们,66,COMEDY,4268. 想想,4215,COMEDY
4269. 大蒜,2457,COMEDY,4269. 零售,4042,COMEDY
4270. 加拿大,4064,COMEDY,4270. 事实,1192,TRAGEDY
4271. 缺点,906,TRAGEDY,4271. 集团,3277,TRAGEDY
4272. 构成,1182,TRAGEDY,4272. 替换,1512,COMEDY
4273. 们,318,COMEDY,4273. 同时,1048,COMEDY
4274. 恒星,1144,TRAGEDY,4274. 泰国,3449,COMEDY
4275. 竹子,4166,COMEDY,4275. 溶液,2465,TRAGEDY
4276. 站立,4995,COMEDY,4276. 队伍,2135,COMEDY
4277. 写作,645,COMEDY,4277. 收,4430,TRAGEDY
4278. 到来,2456,COMEDY,4278. 广告,586,COMEDY
4279. 短文,1965,COMEDY,4279. 塑造,1826,COMEDY
4280. 香菜,4167,COMEDY,4280. 其他,3961,COMEDY
4281. 结算,4198,TRAGEDY,4281. 新手,2255,COMEDY
4282. 给,128,COMEDY,4282. 缺失,3000,TRAGEDY
4283. 视图,4963,COMEDY,4283. 猫,436,COMEDY
4284. 名称,329,COMEDY,4284. 拉伸,3599,COMEDY
4285. 出门,2876,COMEDY,4285. 观众,774,COMEDY
4286. 二氧化碳,1297,TRAGEDY,4286. 没有,106,TRAGEDY
4287. 见面,2617,COMEDY,4287. 绘画,1747,COMEDY
4288. 授权,2382,TRAGEDY,4288. 建模,3434,COMEDY
4289. 摧毁,4953,TRAGEDY,4289. 日本,928,COMEDY
4290. 水源,2433,TRAGEDY,4290. 底蕴,4136,TRAGEDY
4291. 关闭,1494,TRAGEDY,4291. 饼,2681,COMEDY
4292. 采购,2202,COMEDY,4292. 甜点,2010,COMEDY
4293. 涂上,2982,COMEDY,4293. 碎片,4386,TRAGEDY
4294. 胸肉,4125,COMEDY,4294. 形式,376,TRAGEDY
4295. 热,1944,COMEDY,4295. 咖啡因,3126,COMEDY
4296. 茶,1598,COMEDY,4296. 轨迹,3349,TRAGEDY
4297. 审判,3924,TRAGEDY,4297. 转型,1972,TRAGEDY
4298. 图片,1567,COMEDY,4298. 超越,2163,COMEDY
4299. 卖出,4779,COMEDY,4299. 代表性,2579,TRAGEDY
4300. 电力,2190,COMEDY,4300. 修理,3686,COMEDY
4301. 鸣,4939,COMEDY,4301. 家具,529,COMEDY
4302. 社会主义,2630,TRAGEDY,4302. 卖出,4779,COMEDY
4303. 保留,1614,TRAGEDY,4303. 空调,1725,COMEDY
4304. 拯救,3016,TRAGEDY,4304. 释放,1030,COMEDY
4305. 优劣,4763,TRAGEDY,4305. 焦点,3124,TRAGEDY
4306. 激光,4412,COMEDY,4306. 照顾,1441,COMEDY
4307. 举办,2072,COMEDY,4307. 经历,442,TRAGEDY
4308. 布置,2038,COMEDY,4308. 概率,1179,TRAGEDY
4309. 铜,3676,COMEDY,4309. 美学,3121,COMEDY
4310. 剂,1963,TRAGEDY,4310. 侵犯,3072,TRAGEDY
4311. 议程,4922,TRAGEDY,4311. 模型,155,COMEDY
4312. 看看,1234,COMEDY,4312. 危机,2075,TRAGEDY
4313. 应对,483,TRAGEDY,4313. 思路,1255,COMEDY
4314. 标签,1323,COMEDY,4314. 人体,1015,COMEDY
4315. 卖,3626,COMEDY,4315. 益处,3133,COMEDY
4316. 上下文,1845,TRAGEDY,4316. 去,116,COMEDY
4317. 彼此,884,COMEDY,4317. 度量,4797,TRAGEDY
4318. 普及,1288,COMEDY,4318. 名,1041,COMEDY
4319. 拥堵,1795,TRAGEDY,4319. 乙方,2139,TRAGEDY
4320. 偏差,3668,TRAGEDY,4320. 成熟,4385,TRAGEDY
4321. 游泳池,3548,COMEDY,4321. 电能,4071,COMEDY
4322. 南瓜,4272,COMEDY,4322. 本科,4833,COMEDY
4323. 商户,4161,COMEDY,4323. 打击,2878,TRAGEDY
4324. 少于,2869,TRAGEDY,4324. 贫困,4851,TRAGEDY
4325. 战胜,3604,COMEDY,4325. 订阅,4495,COMEDY
4326. 依据,2502,TRAGEDY,4326. 操作,213,COMEDY
