"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
3667. 父亲,1979,COMEDY,3667. 局限性,3453,TRAGEDY
3668. 争取,3419,COMEDY,3668. 政治,1576,TRAGEDY
3669. 计划,122,COMEDY,3669. 内涵,1998,COMEDY
3670. 丧失,4534,TRAGEDY,3670. 百分比,4290,COMEDY
3671. 实体,1959,COMEDY,3671. 传来,4696,COMEDY
3672. 埃菲尔,4710,COMEDY,3672. 去除,1767,COMEDY
3673. 功能,142,COMEDY,3673. 模板,2115,COMEDY
3674. 飞行,1217,COMEDY,3674. 培训,549,COMEDY
3675. 验证,863,COMEDY,3675. 二氧化碳,1297,TRAGEDY
3676. 线程,4369,COMEDY,3676. 赤道,4874,COMEDY
3677. 安全感,4715,COMEDY,3677. 结局,3362,TRAGEDY
3678. 挑战,198,COMEDY,3678. 希腊,2342,COMEDY
3679. 设立,2542,COMEDY,3679. 新陈代谢,4582,COMEDY
3680. 贝多芬,4235,COMEDY,3680. 胸肉,4125,COMEDY
3681. 代数,3583,COMEDY,3681. 生活,48,COMEDY
3682. 协议,1004,COMEDY,3682. 某人,4687,COMEDY
3683. 线索,2193,TRAGEDY,3683. 反思,1769,TRAGEDY
3684. 跳,2207,COMEDY,3684. 组织,315,COMEDY
3685. 成绩,1031,COMEDY,3685. 出去,2888,COMEDY
3686. 模拟,720,COMEDY,3686. 柔韧性,3944,COMEDY
3687. 分词,3630,COMEDY,3687. 起伏,4208,COMEDY
3688. 拥抱,3145,COMEDY,3688. 左,2820,COMEDY
3689. 图,1140,COMEDY,3689. 开车,2758,COMEDY
3690. 母乳,2912,COMEDY,3690. 看似,4241,COMEDY
3691. 海报,2899,COMEDY,3691. 她,101,TRAGEDY
3692. 黑暗,3209,TRAGEDY,3692. 方程,996,TRAGEDY
3693. 咖啡馆,3050,COMEDY,3693. 饼干,2403,COMEDY
3694. 锅中,2900,COMEDY,3694. 研究生,4815,TRAGEDY
3695. 长,1289,COMEDY,3695. 采用,282,COMEDY
3696. 西瓜,3080,COMEDY,3696. 毛巾,3589,COMEDY
3697. 时尚,957,COMEDY,3697. 归,1562,TRAGEDY
3698. 已知,2808,COMEDY,3698. 缓存,3465,COMEDY
3699. 保湿,3455,COMEDY,3699. 跳,2207,COMEDY
3700. 决定,462,COMEDY,3700. 相机,2705,COMEDY
3701. 康复,3061,TRAGEDY,3701. 翅膀,2500,COMEDY
3702. 必不可少,2648,COMEDY,3702. 份额,1779,COMEDY
3703. 拉伸,3599,COMEDY,3703. 灯泡,3241,COMEDY
3704. 实例,1914,COMEDY,3704. 智力,2267,COMEDY
3705. 页面,1055,COMEDY,3705. 穿戴,4196,COMEDY
3706. 本身,1370,COMEDY,3706. 放,487,COMEDY
3707. 指,234,COMEDY,3707. 肌肉,896,COMEDY
3708. 商务,1160,COMEDY,3708. 复制,1905,COMEDY
3709. 具备,746,COMEDY,3709. 可能,54,TRAGEDY
3710. 泡沫,3508,COMEDY,3710. 上级,4989,TRAGEDY
3711. 阅读,361,COMEDY,3711. 混合,769,COMEDY
3712. 五花肉,4073,COMEDY,3712. 支付,578,COMEDY
3713. 语音,517,COMEDY,3713. 鸡丁,3972,COMEDY
3714. 缓存,3465,COMEDY,3714. 餐具,2298,COMEDY
3715. 衣物,2302,COMEDY,3715. 包括,35,COMEDY
3716. 物理,797,COMEDY,3716. 清洁,695,COMEDY
3717. 标注,2915,COMEDY,3717. 长城,2963,TRAGEDY
3718. 食品,347,COMEDY,3718. 它,18,COMEDY
3719. 限,2842,COMEDY,3719. 焦点,3124,COMEDY
3720. 学会,724,COMEDY,3720. 入睡,3930,COMEDY
3721. 肖申克,3994,TRAGEDY,3721. 变异,4428,TRAGEDY
3722. 诗句,3012,TRAGEDY,3722. 承担,1239,TRAGEDY
3723. 减小,3667,TRAGEDY,3723. 联系,378,COMEDY
3724. 选取,2700,COMEDY,3724. 鸡翅,3348,COMEDY
3725. 性价比,2862,COMEDY,3725. 开,942,COMEDY
3726. 分布,985,COMEDY,3726. 骨头,4653,COMEDY
3727. 健身,600,COMEDY,3727. 总和,2541,COMEDY
3728. 部分,253,COMEDY,3728. 压缩,2243,TRAGEDY
3729. 部位,2209,COMEDY,3729. 虫,4688,COMEDY
3730. 兄弟,4245,COMEDY,3730. 人生,562,TRAGEDY
3731. 形状,718,COMEDY,3731. 拓宽,3610,COMEDY
3732. 正文,4374,COMEDY,3732. 暂停,3897,COMEDY
3733. 项链,4452,COMEDY,3733. 假期,3365,COMEDY
3734. 冰川,2615,TRAGEDY,3734. 克服,1193,TRAGEDY
3735. 橄榄油,1541,COMEDY,3735. 炒,935,COMEDY
3736. 发掘,2436,TRAGEDY,3736. 包容,3506,COMEDY
3737. 温馨,4579,COMEDY,3737. 相符,4370,COMEDY
3738. 解题,2543,COMEDY,3738. 奥秘,3985,TRAGEDY
3739. 公交,3733,COMEDY,3739. 可行性,2775,COMEDY
3740. 曲目,4076,COMEDY,3740. 危险,1751,TRAGEDY
3741. 事项,801,COMEDY,3741. 舒缓,3852,COMEDY
3742. 优劣,4763,COMEDY,3742. 具备,746,COMEDY
3743. 免疫,1597,COMEDY,3743. 豆腐,1781,COMEDY
3744. 记,3764,COMEDY,3744. 海平面,1829,TRAGEDY
3745. 关闭,1494,TRAGEDY,3745. 面粉,1301,COMEDY
3746. 翻译,295,COMEDY,3746. 发明,1418,COMEDY
3747. 广告,586,COMEDY,3747. 正文,4374,COMEDY
3748. 边界,2822,TRAGEDY,3748. 均衡,3032,COMEDY
3749. 动,3385,COMEDY,3749. 电视剧,2151,COMEDY
3750. 优惠券,2574,COMEDY,3750. 香蕉,1765,COMEDY
3751. 枫叶,3658,TRAGEDY,3751. 瑜伽,493,COMEDY
3752. 线条,2052,COMEDY,3752. 台,4432,COMEDY
3753. 入手,1757,COMEDY,3753. 电器,1201,COMEDY
3754. 地图,1664,COMEDY,3754. 罪犯,3742,TRAGEDY
3755. 向往,4414,COMEDY,3755. 革命,2068,TRAGEDY
3756. 接受,584,COMEDY,3756. 必须,280,TRAGEDY
3757. 分裂,3472,TRAGEDY,3757. 乐意,2351,COMEDY
3758. 停,2621,COMEDY,3758. 失败,1220,TRAGEDY
3759. 文件,407,COMEDY,3759. 运动员,2313,COMEDY
3760. 水面,3510,COMEDY,3760. 现状,1901,TRAGEDY
3761. 挫折,2041,TRAGEDY,3761. 课,3282,COMEDY
3762. 媒介,4058,COMEDY,3762. 有些,3556,COMEDY
3763. 听众,2602,COMEDY,3763. 留意,4762,COMEDY
3764. 功效,2000,COMEDY,3764. 盐,472,COMEDY
3765. 规模,780,COMEDY,3765. 技术,20,COMEDY
3766. 闻名,3058,COMEDY,3766. 批评,2232,COMEDY
3767. 多元化,2804,COMEDY,3767. 头脑,1974,COMEDY
3768. 病虫害,4401,TRAGEDY,3768. 硬币,3165,COMEDY
3769. 演唱,4101,COMEDY,3769. 受损,4077,TRAGEDY
3770. 联盟,2994,COMEDY,3770. 用法,3161,COMEDY
3771. 层次,1501,COMEDY,3771. 品,3763,COMEDY
3772. 促使,4254,COMEDY,3772. 海豚,4100,COMEDY
3773. 实力,1964,COMEDY,3773. 生成,53,COMEDY
3774. 气味,3248,COMEDY,3774. 论述,4660,COMEDY
3775. 收到,2025,COMEDY,3775. 精度,1689,COMEDY
3776. 网页,2522,COMEDY,3776. 存储,500,COMEDY
3777. 高峰,4654,COMEDY,3777. 推动,488,COMEDY
3778. 行动,387,COMEDY,3778. 金色,3439,COMEDY
3779. 成就,1109,COMEDY,3779. 能耗,3674,TRAGEDY
3780. 跟随,3492,COMEDY,3780. 透露,4341,COMEDY
3781. 回收,917,COMEDY,3781. 前端,2378,COMEDY
3782. 周边,2698,COMEDY,3782. 伴侣,2458,COMEDY
3783. 旅游,279,COMEDY,3783. 点,418,COMEDY
3784. 中断,3776,TRAGEDY,3784. 管理员,2988,COMEDY
3785. 类型,183,COMEDY,3785. 山峰,1991,TRAGEDY
3786. 连衣裙,3805,COMEDY,3786. 水平,351,COMEDY
3787. 反对,3721,TRAGEDY,3787. 销售员,4692,COMEDY
3788. 造成,398,TRAGEDY,3788. 房,1720,COMEDY
3789. 仓库,2772,COMEDY,3789. 欺骗,4008,TRAGEDY
3790. 记者,3089,COMEDY,3790. 落地,4371,COMEDY
3791. 画面,1371,COMEDY,3791. 易于,1251,COMEDY
3792. 交换,1778,COMEDY,3792. 介绍,161,COMEDY
3793. 群体,987,COMEDY,3793. 文学,603,COMEDY
3794. 灯具,2695,COMEDY,3794. 意外,2661,TRAGEDY
3795. 归,1562,TRAGEDY,3795. 摄取,4204,COMEDY
3796. 荣耀,4948,COMEDY,3796. 简化,2247,COMEDY
3797. 奇迹,4917,COMEDY,3797. 可,59,COMEDY
3798. 启用,4709,COMEDY,3798. 打造,1183,COMEDY
3799. 承认,3100,TRAGEDY,3799. 要,22,COMEDY
3800. 洗涤,4045,COMEDY,3800. 薄片,3960,COMEDY
3801. 现象,582,COMEDY,3801. 面试官,4158,COMEDY
3802. 成分,687,COMEDY,3802. 候选人,3488,COMEDY
3803. 刻画,4013,COMEDY,3803. 优劣,4763,COMEDY
3804. 观,4019,COMEDY,3804. 击败,4130,COMEDY
3805. 月亮,2235,COMEDY,3805. 定价,3338,COMEDY
3806. 提起,4899,COMEDY,3806. 战术,2504,COMEDY
3807. 洗澡,2782,COMEDY,3807. 地毯,2932,COMEDY
3808. 摩尔,4238,COMEDY,3808. 州,3529,COMEDY
3809. 体检,3308,COMEDY,3809. 句,1760,COMEDY
3810. 孔,4314,COMEDY,3810. 犯,4783,TRAGEDY
3811. 传说,2022,TRAGEDY,3811. 人格,3059,TRAGEDY
3812. 餐饮,1995,COMEDY,3812. 素食,2476,COMEDY
3813. 平均值,1481,COMEDY,3813. 孩子,174,COMEDY
3814. 淘宝,3912,COMEDY,3814. 必需品,4781,TRAGEDY
3815. 沉淀,4354,TRAGEDY,3815. 必要性,4773,TRAGEDY
3816. 部件,2910,COMEDY,3816. 库存,2469,TRAGEDY
3817. 免疫力,1811,COMEDY,3817. 口,2692,COMEDY
3818. 用途,1381,COMEDY,3818. 疼痛,1988,TRAGEDY
3819. 表达式,1770,COMEDY,3819. 引起,572,TRAGEDY
3820. 语文,3963,COMEDY,3820. 高山,4465,TRAGEDY
3821. 诗人,2276,TRAGEDY,3821. 形式,376,COMEDY
3822. 经验,177,COMEDY,3822. 住房,3208,TRAGEDY
3823. 料酒,1764,COMEDY,3823. 销售量,3142,TRAGEDY
3824. 者,285,COMEDY,3824. 摆脱,3092,COMEDY
3825. 教,2577,COMEDY,3825. 帮助,31,COMEDY
3826. 删除,1280,COMEDY,3826. 农药,4873,TRAGEDY
3827. 接近,1692,COMEDY,3827. 身,2898,TRAGEDY
3828. 黄瓜,2483,COMEDY,3828. 果汁,2732,COMEDY
3829. 人民币,2817,COMEDY,3829. 礼貌,4301,COMEDY
3830. 结交,3907,COMEDY,3830. 体力,3882,TRAGEDY
3831. 心情,1152,COMEDY,3831. 启示,1960,COMEDY
3832. 艺术,319,COMEDY,3832. 起床,4744,COMEDY
3833. 钾,4748,COMEDY,3833. 液,2259,TRAGEDY
3834. 好运,4006,COMEDY,3834. 终止,3777,TRAGEDY
3835. 防晒,3623,COMEDY,3835. 番茄,1444,COMEDY
3836. 采购,2202,COMEDY,3836. 写,90,COMEDY
3837. 报警,4921,TRAGEDY,3837. 采集,2287,COMEDY
3838. 状态,323,COMEDY,3838. 指出,1310,COMEDY
3839. 夫妻,1659,COMEDY,3839. 为准,4951,TRAGEDY
3840. 学生,192,COMEDY,3840. 埃菲尔,4710,COMEDY
3841. 川菜,4685,COMEDY,3841. 烘烤,4285,COMEDY
3842. 喜剧,3735,COMEDY,3842. 底蕴,4136,TRAGEDY
3843. 纳米,3523,COMEDY,3843. 交谈,3911,COMEDY
3844. 组,845,COMEDY,3844. 均匀,2849,COMEDY
3845. 序列,1083,COMEDY,3845. 段落,930,TRAGEDY
3846. 西班牙,3535,COMEDY,3846. 美食,415,COMEDY
3847. 物联网,1433,COMEDY,3847. 结婚,3416,COMEDY
3848. 死,3503,TRAGEDY,3848. 日志,2490,TRAGEDY
3849. 剂量,3367,TRAGEDY,3849. 姓名,1482,COMEDY
3850. 前行,3090,COMEDY,3850. 市场,72,COMEDY
3851. 宁静,3703,COMEDY,3851. 家里,1550,COMEDY
3852. 收益率,4366,COMEDY,3852. 装置,2295,COMEDY
3853. 火山,2021,TRAGEDY,3853. 态,1957,TRAGEDY
3854. 认识,581,COMEDY,3854. 目光,4054,TRAGEDY
3855. 企鹅,3715,COMEDY,3855. 责任感,2639,TRAGEDY
3856. 动能,4684,COMEDY,3856. 起,601,COMEDY
3857. 谢谢,311,COMEDY,3857. 肾,4332,TRAGEDY
3858. 发挥,608,COMEDY,3858. 诞生,4367,COMEDY
3859. 注册,1655,COMEDY,3859. 想,57,COMEDY
3860. 标记,1743,COMEDY,3860. 扫,3889,COMEDY
3861. 历史,188,TRAGEDY,3861. 作物,3925,COMEDY
3862. 酒,2097,COMEDY,3862. 恋爱,1684,COMEDY
3863. 列车,4843,COMEDY,3863. 说法,3316,COMEDY
3864. 名词,3354,COMEDY,3864. 区域,538,COMEDY
3865. 爆发,2990,TRAGEDY,3865. 注意力,1066,TRAGEDY
3866. 生,1923,COMEDY,3866. 业主,4104,COMEDY
3867. 钠,4117,COMEDY,3867. 奉献,4218,TRAGEDY
3868. 失落,4648,TRAGEDY,3868. 火灾,2600,TRAGEDY
3869. 女人,3814,COMEDY,3869. 科幻,3663,COMEDY
3870. 里程,4920,COMEDY,3870. 利益,859,COMEDY
3871. 愤怒,4972,TRAGEDY,3871. 举,2316,TRAGEDY
3872. 设置,377,COMEDY,3872. 改革,2077,COMEDY
3873. 南,3135,COMEDY,3873. 器械,3673,COMEDY
3874. 情境,2184,COMEDY,3874. 性别,1353,TRAGEDY
3875. 名叫,2172,COMEDY,3875. 查询,653,COMEDY
3876. 写,90,COMEDY,3876. 土豆,2294,COMEDY
3877. 控制台,4749,COMEDY,3877. 油画,4845,COMEDY
3878. 家长,1043,COMEDY,3878. 管理层,4566,COMEDY
3879. 谁,1071,COMEDY,3879. 响应,1305,COMEDY
3880. 论,4133,COMEDY,3880. 起源,1574,COMEDY
3881. 情景,3207,COMEDY,3881. 编写,291,COMEDY
3882. 地,939,COMEDY,3882. 配置,789,COMEDY
3883. 送给,4786,COMEDY,3883. 毕业,1737,COMEDY
3884. 金属,1108,COMEDY,3884. 切碎,2605,COMEDY
3885. 西红柿,2415,COMEDY,3885. 缓解,642,COMEDY
3886. 夏威夷,3696,COMEDY,3886. 理念,933,COMEDY
3887. 墨西哥,3512,COMEDY,3887. 睡觉,2595,COMEDY
3888. 燃烧,1723,TRAGEDY,3888. 棕色,4423,COMEDY
3889. 损坏,1844,TRAGEDY,3889. 习近平,4263,COMEDY
3890. 系数,2201,COMEDY,3890. 以下,81,COMEDY
3891. 束缚,4169,TRAGEDY,3891. 酒吧,3376,COMEDY
3892. 区分,2603,COMEDY,3892. 用来,750,COMEDY
3893. 太平洋,4514,COMEDY,3893. 电能,4071,COMEDY
3894. 想要,612,COMEDY,3894. 付出,1678,TRAGEDY
3895. 公路,3394,COMEDY,3895. 学到,2998,COMEDY
3896. 动物,187,COMEDY,3896. 奥运会,4469,COMEDY
3897. 音频,2444,COMEDY,3897. 分数,1752,COMEDY
3898. 眼神,3619,COMEDY,3898. 分离,2482,TRAGEDY
3899. 感冒,2933,COMEDY,3899. 切成,932,COMEDY
3900. 风力,4533,COMEDY,3900. 防御,2779,TRAGEDY
3901. 加法,3382,COMEDY,3901. 学科,1459,TRAGEDY
3902. 妥协,4202,TRAGEDY,3902. 级别,2087,COMEDY
3903. 硬币,3165,COMEDY,3903. 远方,4206,TRAGEDY
3904. 盆栽,3327,COMEDY,3904. 星座,3428,COMEDY
3905. 商场,3149,COMEDY,3905. 金钱,2827,COMEDY
3906. 携手,4896,COMEDY,3906. 版权,4066,TRAGEDY
3907. 路上,2689,COMEDY,3907. 关,4535,COMEDY
3908. 餐馆,2231,COMEDY,3908. 夜晚,1563,TRAGEDY
3909. 帮,243,COMEDY,3909. 著称,4868,COMEDY
3910. 图片,1567,COMEDY,3910. 针对,4074,TRAGEDY
3911. 收入,542,COMEDY,3911. 咖啡因,3126,COMEDY
3912. 西兰花,3825,COMEDY,3912. 可读性,3113,COMEDY
3913. 定制,1647,COMEDY,3913. 权限,2150,TRAGEDY
3914. 工作,47,COMEDY,3914. 神,2443,COMEDY
3915. 背,4477,TRAGEDY,3915. 大师,4549,COMEDY
3916. 闪烁,3369,COMEDY,3916. 种群,4335,TRAGEDY
3917. 牛,2896,COMEDY,3917. 描写,1701,COMEDY
3918. 奶粉,4638,COMEDY,3918. 儿童,833,COMEDY
3919. 储蓄,2265,COMEDY,3919. 投资者,1270,TRAGEDY
3920. 动画,2464,COMEDY,3920. 还款,3038,TRAGEDY
3921. 分配,692,COMEDY,3921. 取决于,1141,TRAGEDY
3922. 铁塔,3466,COMEDY,3922. 考验,4318,TRAGEDY
3923. 象棋,4544,COMEDY,3923. 精力,1334,COMEDY
3924. 面部,2373,COMEDY,3924. 人体,1015,TRAGEDY
3925. 缺乏,857,TRAGEDY,3925. 缺陷,2529,TRAGEDY
3926. 钓鱼,3569,COMEDY,3926. 通风,2098,COMEDY
3927. 什么样,2833,COMEDY,3927. 单词,336,COMEDY
3928. 均衡,3032,COMEDY,3928. 动手,4344,TRAGEDY
3929. 学到,2998,COMEDY,3929. 她们,3094,COMEDY
3930. 商店,1800,COMEDY,3930. 掌控,2843,TRAGEDY
3931. 周长,1897,TRAGEDY,3931. 加快,2173,COMEDY
3932. 看出,2181,COMEDY,3932. 模式,366,COMEDY
3933. 预报,1260,COMEDY,3933. 泰坦尼克号,3858,TRAGEDY
3934. 除,1313,COMEDY,3934. 原理,702,COMEDY
3935. 开始,111,COMEDY,3935. 功能,142,COMEDY
3936. 节能,1513,COMEDY,3936. 路,1279,COMEDY
3937. 影,4618,COMEDY,3937. 醋,2319,COMEDY
3938. 菜肴,1336,COMEDY,3938. 猎物,3627,TRAGEDY
3939. 线,944,COMEDY,3939. 终点,3657,TRAGEDY
3940. 育儿,2241,COMEDY,3940. 乘以,1987,COMEDY
3941. 传达,1326,COMEDY,3941. 手段,803,COMEDY
3942. 三明治,2844,COMEDY,3942. 入手,1757,COMEDY
3943. 起床,4744,COMEDY,3943. 维持,1005,COMEDY
3944. 湿度,1600,TRAGEDY,3944. 消失,2093,TRAGEDY
3945. 遗产,1792,TRAGEDY,3945. 上方,3553,COMEDY
3946. 和弦,4718,COMEDY,3946. 束缚,4169,TRAGEDY
3947. 出售,3364,COMEDY,3947. 中央,2026,COMEDY
3948. 降解,3611,TRAGEDY,3948. 叫做,1457,COMEDY
3949. 四川,3887,COMEDY,3949. 变为,3546,COMEDY
3950. 链,605,COMEDY,3950. 旋转,1510,COMEDY
3951. 困扰,2641,TRAGEDY,3951. 韩国,4017,COMEDY
3952. 见到,1726,COMEDY,3952. 初始化,3199,COMEDY
3953. 酱汁,3218,COMEDY,3953. 密度,1176,COMEDY
3954. 深海,3645,TRAGEDY,3954. 鉴定,3770,COMEDY
3955. 珠宝,2957,COMEDY,3955. 账单,4619,COMEDY
3956. 试验,2691,COMEDY,3956. 当地,452,COMEDY
3957. 起到,1900,COMEDY,3957. 望远镜,4052,COMEDY
3958. 料,3876,COMEDY,3958. 去掉,4387,COMEDY
3959. 正则,4936,COMEDY,3959. 雨林,3096,TRAGEDY
3960. 超,4129,COMEDY,3960. 部,3718,COMEDY
3961. 速度,342,COMEDY,3961. 担心,1178,TRAGEDY
3962. 项,1886,COMEDY,3962. 拉伸,3599,COMEDY
3963. 评论,1061,COMEDY,3963. 写入,3618,COMEDY
3964. 真相,2832,TRAGEDY,3964. 城镇,4755,COMEDY
3965. 发光,3517,COMEDY,3965. 物理学,1230,COMEDY
3966. 语言,89,COMEDY,3966. 保存,1172,COMEDY
3967. 加上,1312,COMEDY,3967. 成功率,4516,COMEDY
3968. 小学生,3983,COMEDY,3968. 采访,3202,COMEDY
3969. 埃及,3379,TRAGEDY,3969. 恢复,949,COMEDY
3970. 彼此,884,COMEDY,3970. 轮廓,4297,COMEDY
3971. 泡打粉,4284,COMEDY,3971. 用量,4089,COMEDY
3972. 积,2430,COMEDY,3972. 邮箱,3530,COMEDY
3973. 包含,284,COMEDY,3973. 耳朵,3014,COMEDY
3974. 吃饭,3855,COMEDY,3974. 潮流,2511,COMEDY
3975. 休息,911,COMEDY,3975. 律师,1130,COMEDY
3976. 摆,4599,COMEDY,3976. 按摩,2185,COMEDY
3977. 证人,2791,TRAGEDY,3977. 淀粉,2667,COMEDY
3978. 才,3834,COMEDY,3978. 发现,178,COMEDY
3979. 鸡丁,3972,COMEDY,3979. 护肤,3407,COMEDY
3980. 症状,714,TRAGEDY,3980. 审计,2792,COMEDY
3981. 障碍物,3565,TRAGEDY,3981. 金黄,4293,COMEDY
3982. 客服,1540,COMEDY,3982. 刑事,3230,TRAGEDY
3983. 甲方,2149,COMEDY,3983. 尊重,545,COMEDY
3984. 炸,3600,COMEDY,3984. 忘,3898,COMEDY
3985. 招聘,1010,COMEDY,3985. 西瓜,3080,COMEDY
3986. 抱歉,1406,TRAGEDY,3986. 卖家,4152,COMEDY
3987. 情绪,409,TRAGEDY,3987. 山水,3697,COMEDY
3988. 灌溉,4976,COMEDY,3988. 宫殿,4944,COMEDY
3989. 明了,3955,COMEDY,3989. 明了,3955,COMEDY
3990. 咨询,665,COMEDY,3990. 总统,2823,COMEDY
3991. 男性,1267,NEUTRAL,3991. 警方,2530,TRAGEDY
3992. 后面,2773,TRAGEDY,3992. 老板,1253,COMEDY
3993. 进食,4661,COMEDY,3993. 波动,1691,TRAGEDY
3994. 条,4823,COMEDY,3994. 稳定,1320,COMEDY
3995. 金钱,2827,TRAGEDY,3995. 市中心,2532,COMEDY
3996. 分工,3939,COMEDY,3996. 代表性,2579,COMEDY
3997. 膝盖,3941,TRAGEDY,3997. 翻转,4024,COMEDY
3998. 作战,4803,TRAGEDY,3998. 启发,2254,COMEDY
3999. 揭示,1707,COMEDY,3999. 木板,4063,COMEDY
4000. 项目,159,COMEDY,4000. 覆盖,1284,COMEDY
4001. 延伸,4620,COMEDY,4001. 天,2118,COMEDY
4002. 病毒,1299,TRAGEDY,4002. 咖啡机,3761,COMEDY
4003. 失,4170,TRAGEDY,4003. 秋,4082,COMEDY
4004. 珊瑚礁,4302,COMEDY,4004. 时,2461,COMEDY
4005. 名为,1338,COMEDY,4005. 子女,3399,COMEDY
4006. 口号,1890,COMEDY,4006. 身份证,3788,TRAGEDY
4007. 数据点,3514,COMEDY,4007. 债券,2858,TRAGEDY
4008. 上海,1211,COMEDY,4008. 路上,2689,COMEDY
4009. 家里,1550,COMEDY,4009. 公园,794,COMEDY
4010. 能,21,COMEDY,4010. 缺乏,857,TRAGEDY
4011. 动漫,3057,COMEDY,4011. 抓,4690,COMEDY
4012. 错,4887,COMEDY,4012. 言,1383,TRAGEDY
4013. 料理,4093,COMEDY,4013. 关爱,2261,COMEDY
4014. 推理,788,COMEDY,4014. 社交,220,COMEDY
4015. 地下,4137,TRAGEDY,4015. 肺癌,4603,TRAGEDY
4016. 南京,4426,TRAGEDY,4016. 公交,3733,COMEDY
4017. 感情,1159,COMEDY,4017. 选定,4923,COMEDY
4018. 计算机,270,COMEDY,4018. 线上,1714,COMEDY
4019. 行星,481,COMEDY,4019. 备注,4968,COMEDY
4020. 初期,3381,TRAGEDY,4020. 品味,2718,COMEDY
4021. 联,4842,COMEDY,4021. 产物,3152,TRAGEDY
4022. 有些,3556,COMEDY,4022. 水流,4255,COMEDY
4023. 直线,2290,COMEDY,4023. 撒上,2031,COMEDY
4024. 雪,3467,COMEDY,4024. 星,2032,COMEDY
4025. 足球,1256,COMEDY,4025. 护肤品,3457,COMEDY
4026. 公告,4193,COMEDY,4026. 结论,900,TRAGEDY
4027. 主角,1272,COMEDY,4027. 黑洞,618,TRAGEDY
4028. 城市化,2327,TRAGEDY,4028. 口红,3534,COMEDY
4029. 肢体,3903,COMEDY,4029. 学习者,4955,COMEDY
4030. 从事,1875,COMEDY,4030. 星球,1116,COMEDY
4031. 目标,103,COMEDY,4031. 豆瓣酱,3749,COMEDY
4032. 管,2839,COMEDY,4032. 定制,1647,COMEDY
4033. 构思,3909,COMEDY,4033. 花朵,1777,COMEDY
4034. 反射,2073,COMEDY,4034. 欧洲,1399,COMEDY
4035. 丝,2596,COMEDY,4035. 后代,3157,COMEDY
4036. 退休,3675,COMEDY,4036. 文献,1431,TRAGEDY
4037. 清洗,1149,COMEDY,4037. 合约,3280,TRAGEDY
4038. 这里,344,COMEDY,4038. 聊天,971,COMEDY
4039. 发音,2580,COMEDY,4039. 推出,981,COMEDY
4040. 液体,2045,COMEDY,4040. 屏幕,1173,COMEDY
4041. 遇到,489,COMEDY,4041. 治疗,200,TRAGEDY
4042. 神,2443,COMEDY,4042. 词典,4308,TRAGEDY
4043. 精度,1689,COMEDY,4043. 向往,4414,COMEDY
4044. 灾难,3368,TRAGEDY,4044. 自身,703,TRAGEDY
4045. 甲,2205,COMEDY,4045. 凸显,4442,COMEDY
4046. 积极性,3411,COMEDY,4046. 客厅,1796,COMEDY
4047. 里程碑,4609,COMEDY,4047. 标识,3187,TRAGEDY
4048. 手,688,COMEDY,4048. 碎片,4386,TRAGEDY
4049. 夹,4982,COMEDY,4049. 地下,4137,TRAGEDY
4050. 吸引,413,COMEDY,4050. 小红,616,COMEDY
4051. 篡改,3554,TRAGEDY,4051. 点击,1423,COMEDY
4052. 箱子,4924,COMEDY,4052. 电影,171,COMEDY
4053. 传输,1049,COMEDY,4053. 睡眠,563,TRAGEDY
4054. 进度,1696,COMEDY,4054. 样子,3665,COMEDY
4055. 课堂,2571,COMEDY,4055. 恶化,3745,TRAGEDY
4056. 小心,4079,COMEDY,4056. 有益于,4649,COMEDY
4057. 饼干,2403,COMEDY,4057. 拼接,4090,COMEDY
4058. 心血管,2789,TRAGEDY,4058. 过敏,3328,TRAGEDY
4059. 营销,324,COMEDY,4059. 高中,2803,COMEDY
4060. 流行,916,COMEDY,4060. 云层,4877,COMEDY
4061. 口碑,2183,COMEDY,4061. 数,269,COMEDY
4062. 分享,403,COMEDY,4062. 母亲,1808,COMEDY
4063. 吸引力,1617,COMEDY,4063. 东方,4350,COMEDY
4064. 差,1355,TRAGEDY,4064. 瑞士,4956,COMEDY
4065. 上传,4119,COMEDY,4065. 研究者,4841,COMEDY
4066. 新闻,660,TRAGEDY,4066. 子,1426,COMEDY
4067. 发布,890,COMEDY,4067. 色调,1840,COMEDY
4068. 国际,758,COMEDY,4068. 这,23,COMEDY
4069. 踏上,4997,COMEDY,4069. 青春,3217,COMEDY
4070. 法庭,3176,TRAGEDY,4070. 树立,3266,COMEDY
4071. 变形,3393,COMEDY,4071. 铅笔,3435,COMEDY
4072. 必需品,4781,COMEDY,4072. 天体,1391,COMEDY
4073. 到达,1164,COMEDY,4073. 管,2839,COMEDY
4074. 运动,165,COMEDY,4074. 开水,4016,COMEDY
4075. 输入,209,COMEDY,4075. 初期,3381,TRAGEDY
