"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
",order-0,shuffle0-test0,"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
.1",order-1,shuffle1-test0
3798. employment,1599,COMEDY,3798. insurance,1515,TRAGEDY
3799. landing,4075,COMEDY,3799. area,222,COMEDY
3800. ways,99,COMEDY,3800. execute,3124,TRAGEDY
3801. vanilla,3961,COMEDY,3801. giving,858,COMEDY
3802. exists,2298,COMEDY,3802. innovation,791,COMEDY
3803. ownership,2507,COMEDY,3803. summarize,2426,COMEDY
3804. Mexico,3015,COMEDY,3804. Level,4917,COMEDY
3805. Sapphire,4350,TRAGEDY,3805. account,625,COMEDY
3806. Industry,4435,COMEDY,3806. treat,1949,COMEDY
3807. win,1896,COMEDY,3807. wealth,1756,COMEDY
3808. accepting,4175,COMEDY,3808. activities,139,COMEDY
3809. hurt,3056,TRAGEDY,3809. streaming,1488,COMEDY
3810. trigger,3607,TRAGEDY,3810. employers,2704,TRAGEDY
3811. assessments,3180,TRAGEDY,3811. transform,1936,COMEDY
3812. assistance,804,COMEDY,3812. rights,355,TRAGEDY
3813. depicted,3512,TRAGEDY,3813. density,3713,COMEDY
3814. myself,924,COMEDY,3814. reminder,1780,TRAGEDY
3815. Street,2998,COMEDY,3815. fiber,2517,COMEDY
3816. securing,4945,TRAGEDY,3816. death,959,TRAGEDY
3817. Coffee,4334,COMEDY,3817. suited,4832,COMEDY
3818. cake,3049,COMEDY,3818. smile,1295,COMEDY
3819. shows,509,COMEDY,3819. woman,305,COMEDY
3820. South,1082,COMEDY,3820. Street,2998,COMEDY
3821. friendship,1995,COMEDY,3821. Help,4837,TRAGEDY
3822. style,125,COMEDY,3822. emphasizes,1801,COMEDY
3823. customization,4354,COMEDY,3823. regulation,2332,TRAGEDY
3824. parents,803,COMEDY,3824. suggestions,497,COMEDY
3825. emphasis,1651,TRAGEDY,3825. fits,3099,COMEDY
3826. Renaissance,3590,TRAGEDY,3826. Content,3352,COMEDY
3827. tailor,3665,COMEDY,3827. Exercise,3820,COMEDY
3828. drops,4162,TRAGEDY,3828. y,935,COMEDY
3829. depending,538,TRAGEDY,3829. therapist,2470,COMEDY
3830. Rachel,3921,COMEDY,3830. texture,1132,COMEDY
3831. add,75,COMEDY,3831. Points,4851,COMEDY
3832. awards,3779,COMEDY,3832. mentions,3724,COMEDY
3833. warming,3750,TRAGEDY,3833. algorithms,1005,COMEDY
3834. highlight,1298,COMEDY,3834. like,784,COMEDY
3835. outlets,3190,COMEDY,3835. John,585,COMEDY
3836. accomplishment,4963,COMEDY,3836. countries,215,TRAGEDY
3837. senses,3269,COMEDY,3837. fulfillment,4203,COMEDY
3838. State,1277,TRAGEDY,3838. pushing,1972,TRAGEDY
3839. okay,2880,COMEDY,3839. steel,2764,TRAGEDY
3840. Text,3715,COMEDY,3840. living,452,COMEDY
3841. programming,1055,COMEDY,3841. positivity,4296,COMEDY
3842. seed,3892,COMEDY,3842. described,2052,TRAGEDY
3843. manager,2147,COMEDY,3843. rescue,4148,COMEDY
3844. disability,4324,TRAGEDY,3844. instance,617,TRAGEDY
3845. symbol,1154,TRAGEDY,3845. Latin,4214,TRAGEDY
3846. fabrics,3973,COMEDY,3846. floating,4545,COMEDY
3847. improved,1279,COMEDY,3847. THE,2993,COMEDY
3848. Note,1618,COMEDY,3848. thrilling,4601,COMEDY
3849. Park,1247,COMEDY,3849. Sales,4611,COMEDY
3850. half,2373,COMEDY,3850. i,118,COMEDY
3851. wind,862,COMEDY,3851. Title,1164,COMEDY
3852. Answer,2050,COMEDY,3852. era,1489,TRAGEDY
3853. sourcing,4313,TRAGEDY,3853. flooding,4904,TRAGEDY
3854. Industrial,4840,TRAGEDY,3854. credibility,3412,TRAGEDY
3855. anticipation,2199,COMEDY,3855. raising,2664,COMEDY
3856. expressions,2292,COMEDY,3856. adapt,1112,COMEDY
3857. findings,1615,TRAGEDY,3857. weights,4123,TRAGEDY
3858. letting,3272,TRAGEDY,3858. lyrics,2143,TRAGEDY
3859. inspired,1439,COMEDY,3859. King,1934,TRAGEDY
3860. reveals,4459,TRAGEDY,3860. value,151,TRAGEDY
3861. records,1778,COMEDY,3861. Replace,3989,COMEDY
3862. proposed,2200,COMEDY,3862. sea,1053,TRAGEDY
3863. Green,3375,COMEDY,3863. accommodations,3187,COMEDY
3864. labels,2472,COMEDY,3864. interpret,4379,TRAGEDY
3865. Carol,3783,COMEDY,3865. desires,1468,TRAGEDY
3866. interacting,4515,COMEDY,3866. HTML,2116,COMEDY
3867. University,764,COMEDY,3867. feelings,441,TRAGEDY
3868. sector,1187,TRAGEDY,3868. Name,550,COMEDY
3869. fur,2874,TRAGEDY,3869. African,4761,TRAGEDY
3870. passionate,4621,COMEDY,3870. fluid,4656,COMEDY
3871. Islands,4670,COMEDY,3871. collapse,4881,TRAGEDY
3872. burden,3539,TRAGEDY,3872. Nature,3914,COMEDY
3873. branch,3653,COMEDY,3873. objective,4289,COMEDY
3874. Climate,2213,TRAGEDY,3874. dish,1070,COMEDY
3875. Be,576,COMEDY,3875. fruits,1666,COMEDY
3876. rights,355,TRAGEDY,3876. scene,328,COMEDY
3877. wrapped,4684,COMEDY,3877. Tell,4654,COMEDY
3878. hour,2035,TRAGEDY,3878. renewable,4964,COMEDY
3879. concerns,353,TRAGEDY,3879. total,4915,TRAGEDY
3880. fought,3079,TRAGEDY,3880. brought,970,TRAGEDY
3881. hunting,3453,TRAGEDY,3881. travel,614,COMEDY
3882. Foundation,2748,TRAGEDY,3882. libraries,2148,COMEDY
3883. threads,4817,COMEDY,3883. Project,2078,COMEDY
3884. enhanced,4029,COMEDY,3884. afford,3864,TRAGEDY
3885. summary,2482,COMEDY,3885. kept,2157,TRAGEDY
3886. guests,1974,COMEDY,3886. remedies,4159,COMEDY
3887. viewers,1454,COMEDY,3887. branding,3069,COMEDY
3888. charts,3920,COMEDY,3888. opened,2303,COMEDY
3889. argue,4497,COMEDY,3889. decisions,512,TRAGEDY
3890. enable,2077,COMEDY,3890. viewer,3458,COMEDY
3891. willingness,2597,COMEDY,3891. porcelain,4397,TRAGEDY
3892. glowing,4436,COMEDY,3892. cotton,2962,COMEDY
3893. electronics,4564,COMEDY,3893. East,1772,COMEDY
3894. Ah,3648,COMEDY,3894. head,429,TRAGEDY
3895. girlfriend,4460,COMEDY,3895. No,2703,TRAGEDY
3896. collaborating,4541,COMEDY,3896. inches,3531,COMEDY
3897. consult,1891,COMEDY,3897. vibrant,3500,COMEDY
3898. volunteers,3240,COMEDY,3898. laughing,2984,COMEDY
3899. faith,2220,TRAGEDY,3899. shame,4337,TRAGEDY
3900. atmosphere,939,COMEDY,3900. states,980,COMEDY
3901. cleaning,1269,COMEDY,3901. reduce,66,COMEDY
3902. threat,1636,TRAGEDY,3902. clean,1787,COMEDY
3903. disabilities,1855,TRAGEDY,3903. climate,291,TRAGEDY
3904. officer,3908,COMEDY,3904. demonstrated,3313,COMEDY
3905. wellbeing,2895,COMEDY,3905. distribute,4914,COMEDY
3906. Make,421,COMEDY,3906. Having,3540,COMEDY
3907. explaining,3339,COMEDY,3907. West,2212,COMEDY
3908. contain,1851,COMEDY,3908. buy,1935,COMEDY
3909. letter,1148,TRAGEDY,3909. Science,2072,COMEDY
3910. US,1177,COMEDY,3910. tolerance,3902,COMEDY
3911. foods,1002,COMEDY,3911. revealed,2953,TRAGEDY
3912. effectiveness,716,TRAGEDY,3912. Time,1518,TRAGEDY
3913. Determine,3520,TRAGEDY,3913. mention,2667,COMEDY
3914. horizon,4265,COMEDY,3914. principles,895,TRAGEDY
3915. neighborhood,2988,COMEDY,3915. movie,1024,COMEDY
3916. m,1883,COMEDY,3916. left,467,TRAGEDY
3917. drink,1905,COMEDY,3917. pesticides,3601,TRAGEDY
3918. shadows,1841,TRAGEDY,3918. phone,740,COMEDY
3919. Club,3037,COMEDY,3919. subsidies,4896,COMEDY
3920. carried,2913,TRAGEDY,3920. made,52,COMEDY
3921. finding,641,COMEDY,3921. gene,2586,TRAGEDY
3922. DAY,1591,COMEDY,3922. results,359,COMEDY
3923. closing,3559,TRAGEDY,3923. fades,4957,TRAGEDY
3924. deliver,2086,COMEDY,3924. itself,843,COMEDY
3925. pull,3327,COMEDY,3925. examples,47,COMEDY
3926. comma,4475,COMEDY,3926. IT,2548,COMEDY
3927. marks,3385,TRAGEDY,3927. attacks,1306,TRAGEDY
3928. absence,3756,TRAGEDY,3928. placement,4001,COMEDY
3929. innovations,3285,COMEDY,3929. crime,1859,TRAGEDY
3930. spread,842,TRAGEDY,3930. rent,3879,COMEDY
3931. feelings,441,TRAGEDY,3931. CSV,4785,COMEDY
3932. Point,4986,COMEDY,3932. dogs,3586,COMEDY
3933. trail,2249,TRAGEDY,3933. blockchain,2361,TRAGEDY
3934. SEO,2246,COMEDY,3934. bar,1607,COMEDY
3935. molecules,4517,COMEDY,3935. holds,1931,COMEDY
3936. passions,4856,TRAGEDY,3936. replace,1404,TRAGEDY
3937. ends,2043,TRAGEDY,3937. conflicts,947,TRAGEDY
3938. variety,318,COMEDY,3938. Look,1108,COMEDY
3939. dry,4518,COMEDY,3939. spending,1676,TRAGEDY
3940. gardens,3063,COMEDY,3940. balanced,4661,COMEDY
3941. author,1031,TRAGEDY,3941. waves,1717,COMEDY
3942. Creating,2264,COMEDY,3942. parking,4402,COMEDY
3943. outcome,1950,TRAGEDY,3943. directed,3934,TRAGEDY
3944. protect,369,TRAGEDY,3944. waiting,1579,TRAGEDY
3945. years,109,TRAGEDY,3945. modifications,3388,COMEDY
3946. issue,363,TRAGEDY,3946. Challenges,4568,TRAGEDY
3947. managing,984,COMEDY,3947. accountability,1753,TRAGEDY
3948. ratings,3469,COMEDY,3948. Derek,4942,COMEDY
3949. storytelling,1476,COMEDY,3949. lets,4155,COMEDY
3950. guess,4256,COMEDY,3950. discussing,1976,COMEDY
3951. Utilize,4477,COMEDY,3951. desired,3061,COMEDY
3952. educators,3910,COMEDY,3952. grew,1575,TRAGEDY
3953. Sales,4611,COMEDY,3953. goes,1032,COMEDY
3954. compliance,1945,TRAGEDY,3954. agriculture,874,TRAGEDY
3955. explanations,4776,COMEDY,3955. deadlines,3504,TRAGEDY
3956. Stay,1695,TRAGEDY,3956. failed,3167,TRAGEDY
3957. Analytics,3939,COMEDY,3957. installations,4707,COMEDY
3958. target,407,TRAGEDY,3958. future,180,TRAGEDY
3959. Try,1331,COMEDY,3959. suggested,2826,COMEDY
3960. movie,1024,COMEDY,3960. developments,2108,TRAGEDY
3961. spot,1550,COMEDY,3961. Age,2986,COMEDY
3962. leadership,810,TRAGEDY,3962. title,1086,COMEDY
3963. Battle,4516,TRAGEDY,3963. track,430,COMEDY
3964. contrast,1313,COMEDY,3964. illnesses,4007,TRAGEDY
3965. balanced,4661,COMEDY,3965. reality,543,TRAGEDY
3966. grace,2791,COMEDY,3966. neighborhoods,3907,COMEDY
3967. garlic,3177,COMEDY,3967. designing,2765,COMEDY
3968. chatbot,3194,COMEDY,3968. def,1202,COMEDY
3969. journalists,4722,COMEDY,3969. Z,4636,COMEDY
3970. matters,2800,TRAGEDY,3970. Regarding,3827,COMEDY
3971. Class,4478,COMEDY,3971. give,120,COMEDY
3972. creature,2187,COMEDY,3972. system,60,TRAGEDY
3973. survival,1777,TRAGEDY,3973. entrance,4025,COMEDY
3974. regions,821,TRAGEDY,3974. season,812,COMEDY
3975. relaxation,1381,COMEDY,3975. stuck,4494,COMEDY
3976. stepped,3663,COMEDY,3976. Tools,4395,COMEDY
3977. damaged,4019,TRAGEDY,3977. prison,4186,TRAGEDY
3978. tools,209,COMEDY,3978. end,203,TRAGEDY
3979. bringing,1734,COMEDY,3979. spices,1924,COMEDY
3980. loop,1623,COMEDY,3980. chemistry,4248,COMEDY
3981. plastic,1554,TRAGEDY,3981. recommendation,4108,COMEDY
3982. Jane,1280,COMEDY,3982. meters,4150,COMEDY
3983. replaced,2563,TRAGEDY,3983. developer,4853,COMEDY
3984. Soviet,3988,TRAGEDY,3984. End,2345,TRAGEDY
3985. percentage,2510,TRAGEDY,3985. perceptions,4590,COMEDY
3986. done,415,TRAGEDY,3986. joy,1105,COMEDY
3987. Attend,4841,COMEDY,3987. thought,525,COMEDY
3988. serve,1170,COMEDY,3988. was,6,COMEDY
3989. N,3771,COMEDY,3989. duty,3690,TRAGEDY
3990. root,1408,TRAGEDY,3990. infection,4469,TRAGEDY
3991. library,1383,COMEDY,3991. shoulders,3001,COMEDY
3992. depth,778,TRAGEDY,3992. temperature,776,TRAGEDY
3993. advances,3487,COMEDY,3993. range,123,COMEDY
3994. seating,4899,COMEDY,3994. comments,1438,COMEDY
3995. adopting,2547,COMEDY,3995. sources,205,TRAGEDY
3996. peers,2945,COMEDY,3996. skill,1400,COMEDY
3997. True,2884,COMEDY,3997. tears,2595,TRAGEDY
3998. event,301,COMEDY,3998. certifications,4362,COMEDY
3999. Conclusion,1220,TRAGEDY,3999. operator,3537,COMEDY
4000. Egypt,3941,TRAGEDY,4000. throat,4625,TRAGEDY
4001. layers,1961,TRAGEDY,4001. inequalities,4799,TRAGEDY
4002. casting,2289,COMEDY,4002. conflict,710,TRAGEDY
4003. promotes,1705,COMEDY,4003. defense,2251,COMEDY
4004. minority,4195,TRAGEDY,4004. ancient,3246,TRAGEDY
4005. Support,1668,COMEDY,4005. seats,4862,COMEDY
4006. Mars,4320,COMEDY,4006. leads,1169,COMEDY
4007. counter,3955,COMEDY,4007. C,840,COMEDY
4008. fruits,1666,COMEDY,4008. dream,1865,COMEDY
4009. keyword,3568,COMEDY,4009. shelter,3201,TRAGEDY
4010. guidance,727,COMEDY,4010. guide,539,COMEDY
4011. habitats,1445,TRAGEDY,4011. game,133,COMEDY
4012. stuff,3489,COMEDY,4012. Renaissance,3590,COMEDY
4013. Resources,4664,COMEDY,4013. know,115,COMEDY
4014. NIGHT,4365,TRAGEDY,4014. time,15,TRAGEDY
4015. Don,2875,COMEDY,4015. returns,1352,COMEDY
4016. buying,2408,COMEDY,4016. roasted,4388,COMEDY
4017. facilitate,2646,COMEDY,4017. inflammation,2681,TRAGEDY
4018. matching,4773,COMEDY,4018. stations,3266,COMEDY
4019. forest,1691,TRAGEDY,4019. commentary,4577,COMEDY
4020. lines,730,COMEDY,4020. coping,2719,TRAGEDY
4021. masks,4446,COMEDY,4021. Give,2623,COMEDY
4022. panels,2265,COMEDY,4022. traffic,882,TRAGEDY
4023. participation,1875,COMEDY,4023. psychology,3824,COMEDY
4024. component,1509,TRAGEDY,4024. access,64,COMEDY
4025. Strategies,4744,TRAGEDY,4025. Market,2465,COMEDY
4026. approaching,4995,TRAGEDY,4026. execution,3010,TRAGEDY
4027. bustling,3161,COMEDY,4027. String,1376,COMEDY
4028. knew,401,TRAGEDY,4028. struggling,1357,TRAGEDY
4029. heart,324,TRAGEDY,4029. seem,2153,COMEDY
4030. addresses,2459,COMEDY,4030. reason,1329,COMEDY
4031. pussy,4378,COMEDY,4031. footage,4485,TRAGEDY
4032. laughing,2984,COMEDY,4032. slice,4831,COMEDY
4033. workouts,3199,COMEDY,4033. exciting,2596,COMEDY
4034. passed,1395,TRAGEDY,4034. fact,846,COMEDY
4035. Join,3329,COMEDY,4035. discovery,2102,COMEDY
4036. church,2946,TRAGEDY,4036. laugh,4384,COMEDY
4037. seasons,4177,TRAGEDY,4037. complete,1680,COMEDY
4038. landscape,735,TRAGEDY,4038. Game,2951,COMEDY
4039. plays,1104,COMEDY,4039. gas,711,COMEDY
4040. operates,4194,TRAGEDY,4040. Sam,2358,COMEDY
4041. getting,468,COMEDY,4041. inequality,1198,TRAGEDY
4042. hardware,2520,TRAGEDY,4042. timing,3643,COMEDY
4043. Collaboration,4117,COMEDY,4043. details,163,COMEDY
4044. skill,1400,COMEDY,4044. Marketing,1733,COMEDY
4045. objective,4289,TRAGEDY,4045. operators,4055,COMEDY
4046. gold,2262,COMEDY,4046. collection,902,COMEDY
4047. flying,3168,COMEDY,4047. requires,426,COMEDY
4048. planets,3848,COMEDY,4048. Can,3299,COMEDY
4049. Education,1458,TRAGEDY,4049. radiation,3485,TRAGEDY
4050. remaining,2082,TRAGEDY,4050. knowing,1433,COMEDY
4051. safety,267,COMEDY,4051. half,2373,COMEDY
4052. video,464,COMEDY,4052. Jessica,4535,COMEDY
4053. servers,4356,COMEDY,4053. aimed,1344,TRAGEDY
4054. talents,4245,COMEDY,4054. grip,3078,TRAGEDY
4055. plate,4142,COMEDY,4055. cases,665,TRAGEDY
4056. killed,3878,TRAGEDY,4056. understanding,138,COMEDY
4057. sun,981,COMEDY,4057. syrup,4591,COMEDY
4058. implications,958,TRAGEDY,4058. elections,4946,COMEDY
4059. chart,2823,COMEDY,4059. possibilities,2028,COMEDY
4060. livelihoods,4569,TRAGEDY,4060. closing,3559,TRAGEDY
4061. opportunity,511,COMEDY,4061. hotel,2023,COMEDY
4062. transformed,2168,COMEDY,4062. L,3874,COMEDY
4063. bag,2378,COMEDY,4063. games,515,COMEDY
4064. stack,3850,COMEDY,4064. row,1596,TRAGEDY
4065. Intelligence,4309,COMEDY,4065. fears,2613,TRAGEDY
4066. notifications,3120,COMEDY,4066. drawn,2587,TRAGEDY
4067. feed,3492,COMEDY,4067. Spain,3909,COMEDY
4068. press,2138,COMEDY,4068. insight,2506,TRAGEDY
4069. constraints,2695,TRAGEDY,4069. Search,3615,COMEDY
4070. grid,3444,COMEDY,4070. doing,465,COMEDY
4071. enables,2021,COMEDY,4071. come,285,COMEDY
4072. Sure,4790,COMEDY,4072. relentless,4743,TRAGEDY
4073. call,702,COMEDY,4073. driver,2633,COMEDY
4074. portion,3251,COMEDY,4074. signals,3033,COMEDY
4075. Government,3371,TRAGEDY,4075. athletes,1813,COMEDY
4076. pants,1793,COMEDY,4076. toys,4136,COMEDY
4077. pregnancy,4097,COMEDY,4077. suggests,1134,COMEDY
4078. investing,1181,COMEDY,4078. Don,2875,COMEDY
4079. R,2014,COMEDY,4079. item,1484,COMEDY
4080. decide,2627,COMEDY,4080. cause,367,TRAGEDY
4081. demands,2402,TRAGEDY,4081. pets,3975,COMEDY
4082. Fred,4756,COMEDY,4082. Sonic,3685,COMEDY
4083. achieving,1199,COMEDY,4083. involve,1197,COMEDY
4084. sorry,4923,TRAGEDY,4084. proceed,3052,TRAGEDY
4085. Sun,2995,COMEDY,4085. mixing,3094,COMEDY
4086. note,471,COMEDY,4086. tag,3635,COMEDY
4087. table,675,COMEDY,4087. container,1994,COMEDY
4088. professional,2260,COMEDY,4088. melody,3616,COMEDY
4089. Ocean,4732,TRAGEDY,4089. bond,1378,TRAGEDY
4090. incorporating,848,COMEDY,4090. echo,4716,TRAGEDY
4091. resulting,1095,TRAGEDY,4091. reinforce,3868,TRAGEDY
4092. ending,2987,TRAGEDY,4092. hit,1600,TRAGEDY
4093. region,419,TRAGEDY,4093. combined,2068,COMEDY
4094. taxes,3255,TRAGEDY,4094. status,829,TRAGEDY
4095. throat,4625,TRAGEDY,4095. ve,3617,COMEDY
4096. benefits,122,COMEDY,4096. bell,3169,COMEDY
4097. popularity,1849,COMEDY,4097. char,2512,TRAGEDY
4098. realizes,4747,TRAGEDY,4098. ticket,4888,COMEDY
4099. see,63,COMEDY,4099. starting,745,COMEDY
4100. Republic,3377,TRAGEDY,4100. juice,1916,COMEDY
4101. negotiation,4797,TRAGEDY,4101. Ireland,4814,COMEDY
4102. changes,140,COMEDY,4102. cookies,2848,COMEDY
4103. provided,313,COMEDY,4103. kindness,2231,COMEDY
4104. ads,2017,COMEDY,4104. addiction,1449,TRAGEDY
4105. curiosity,1822,COMEDY,4105. Share,2283,COMEDY
4106. shaking,4764,TRAGEDY,4106. Keep,723,COMEDY
4107. targets,2269,TRAGEDY,4107. student,733,COMEDY
4108. rise,849,COMEDY,4108. masks,4446,TRAGEDY
4109. describing,4383,COMEDY,4109. price,750,TRAGEDY
4110. papers,3081,TRAGEDY,4110. packaging,1501,COMEDY
4111. condition,1045,TRAGEDY,4111. bird,2360,COMEDY
4112. My,2725,COMEDY,4112. Develop,1547,TRAGEDY
4113. poem,1229,TRAGEDY,4113. instruments,2219,COMEDY
4114. inviting,3776,COMEDY,4114. Michael,2156,COMEDY
4115. visualize,2721,COMEDY,4115. differ,4333,TRAGEDY
4116. INT,1141,COMEDY,4116. brand,252,COMEDY
4117. streaming,1488,COMEDY,4117. counts,4619,TRAGEDY
4118. wife,2267,COMEDY,4118. accessed,4926,TRAGEDY
4119. Taylor,4973,COMEDY,4119. ensures,1425,TRAGEDY
4120. automate,4910,COMEDY,4120. findings,1615,TRAGEDY
4121. adopted,3156,TRAGEDY,4121. n,2898,COMEDY
4122. hoping,2560,TRAGEDY,4122. develop,262,TRAGEDY
4123. magic,1629,COMEDY,4123. breakfast,2564,COMEDY
4124. fields,921,COMEDY,4124. falls,2659,COMEDY
4125. period,626,TRAGEDY,4125. configuration,2406,TRAGEDY
4126. assume,4953,COMEDY,4126. teams,800,COMEDY
4127. battlefield,3287,TRAGEDY,4127. capital,2042,TRAGEDY
4128. help,10,COMEDY,4128. field,308,COMEDY
4129. interesting,3318,COMEDY,4129. comment,2191,COMEDY
4130. cell,1361,TRAGEDY,4130. attack,1572,TRAGEDY
4131. knees,3722,TRAGEDY,4131. worlds,3011,COMEDY
4132. Chinese,4242,COMEDY,4132. implications,958,TRAGEDY
4133. potatoes,2647,COMEDY,4133. Government,3371,TRAGEDY
4134. wrap,3754,COMEDY,4134. fertilizers,4696,COMEDY
4135. Are,893,COMEDY,4135. ID,2616,COMEDY
4136. roll,3480,COMEDY,4136. assault,4699,TRAGEDY
4137. series,500,COMEDY,4137. Young,4829,COMEDY
4138. e,1775,COMEDY,4138. essence,1320,TRAGEDY
4139. mansion,4997,COMEDY,4139. Beach,3324,COMEDY
4140. shopping,1470,COMEDY,4140. threats,1473,TRAGEDY
4141. majority,3179,TRAGEDY,4141. thinking,729,COMEDY
4142. stretching,3113,COMEDY,4142. almond,3759,COMEDY
4143. trade,718,TRAGEDY,4143. chain,1098,TRAGEDY
4144. Explain,2914,COMEDY,4144. listeners,3442,COMEDY
4145. accomplishments,3971,TRAGEDY,4145. required,586,TRAGEDY
4146. Enjoy,1987,COMEDY,4146. author,1031,COMEDY
4147. Sonic,3685,COMEDY,4147. dancing,3226,COMEDY
4148. staff,1009,COMEDY,4148. activists,4009,TRAGEDY
4149. duty,3690,TRAGEDY,4149. Implement,3280,TRAGEDY
4150. enjoy,629,COMEDY,4150. Online,2604,COMEDY
4151. San,2432,TRAGEDY,4151. casting,2289,COMEDY
4152. managers,2661,COMEDY,4152. artifacts,3474,TRAGEDY
4153. Alright,2755,COMEDY,4153. hiring,2897,COMEDY
4154. agreements,3129,TRAGEDY,4154. police,1332,TRAGEDY
4155. Discuss,3640,COMEDY,4155. data,27,COMEDY
4156. entity,2629,TRAGEDY,4156. guys,2871,COMEDY
4157. Does,3569,COMEDY,4157. scenes,2084,COMEDY
4158. arrived,2977,COMEDY,4158. studied,4106,TRAGEDY
4159. features,124,COMEDY,4159. interview,2308,COMEDY
4160. customers,219,COMEDY,4160. branches,3571,COMEDY
4161. venture,4184,TRAGEDY,4161. losses,2845,TRAGEDY
4162. MARIA,2939,TRAGEDY,4162. checked,4633,COMEDY
4163. alcohol,2483,COMEDY,4163. marine,2454,TRAGEDY
4164. gaze,2222,TRAGEDY,4164. pages,1456,COMEDY
4165. center,680,TRAGEDY,4165. template,3376,COMEDY
4166. Chorus,4091,TRAGEDY,4166. repair,2890,COMEDY
4167. serving,1402,COMEDY,4167. comparing,4156,TRAGEDY
4168. episodes,4555,COMEDY,4168. raise,1260,COMEDY
4169. indicators,4368,TRAGEDY,4169. continues,743,TRAGEDY
4170. risks,488,TRAGEDY,4170. artist,1327,COMEDY
4171. competition,1010,COMEDY,4171. reasoning,2836,COMEDY
4172. wire,3278,TRAGEDY,4172. marks,3385,TRAGEDY
4173. Middle,2640,COMEDY,4173. http,3852,COMEDY
4174. drinks,2242,COMEDY,4174. observations,4470,COMEDY
4175. earn,3620,COMEDY,4175. days,537,TRAGEDY
4176. moved,2106,TRAGEDY,4176. kiss,4011,COMEDY
4177. Chicago,4414,COMEDY,4177. assistance,804,COMEDY
4178. others,94,COMEDY,4178. alert,4968,TRAGEDY
4179. minerals,3550,TRAGEDY,4179. below,3801,TRAGEDY
4180. visiting,1965,COMEDY,4180. emails,2549,COMEDY
4181. case,279,TRAGEDY,4181. holding,1251,TRAGEDY
4182. mark,2893,COMEDY,4182. lifestyle,2002,COMEDY
4183. Linux,4677,COMEDY,4183. entry,2540,COMEDY
4184. Ryan,2088,COMEDY,4184. lay,2516,TRAGEDY
4185. patients,763,TRAGEDY,4185. B,819,COMEDY
4186. composed,3826,TRAGEDY,4186. patterns,431,COMEDY
4187. Cup,4338,COMEDY,4187. winning,2950,COMEDY
4188. fate,2589,TRAGEDY,4188. visualize,2721,COMEDY
4189. difficulty,2323,TRAGEDY,4189. calculation,4906,COMEDY
4190. angle,2980,COMEDY,4190. saved,2883,TRAGEDY
4191. adjustments,2626,COMEDY,4191. INT,1141,COMEDY
4192. Earth,1089,TRAGEDY,4192. potential,813,COMEDY
4193. providers,1283,COMEDY,4193. advances,3487,COMEDY
4194. heating,3870,COMEDY,4194. urge,4606,TRAGEDY
4195. poems,2774,TRAGEDY,4195. progression,4789,COMEDY
4196. blends,4952,COMEDY,4196. blends,4952,COMEDY
4197. Increased,2717,TRAGEDY,4197. disaster,2365,TRAGEDY
4198. express,1111,COMEDY,4198. stage,1028,COMEDY
4199. warfare,4087,TRAGEDY,4199. NIGHT,4365,TRAGEDY
4200. serves,1237,COMEDY,4200. command,861,TRAGEDY
4201. exciting,2596,COMEDY,4201. Social,1296,COMEDY
4202. judge,4750,COMEDY,4202. article,637,COMEDY
4203. candidates,2422,COMEDY,4203. elaborate,3674,COMEDY
4204. piece,749,TRAGEDY,4204. quality,160,TRAGEDY
4205. storm,2720,TRAGEDY,4205. passion,1288,TRAGEDY
4206. associations,4889,COMEDY,4206. collections,4290,COMEDY
4207. renewable,4964,COMEDY,4207. wanted,1022,TRAGEDY
4208. route,2730,COMEDY,4208. int,506,COMEDY
4209. cater,4298,COMEDY,4209. exercise,571,COMEDY
4210. material,569,COMEDY,4210. country,317,TRAGEDY
4211. pot,2603,COMEDY,4211. Protection,4762,TRAGEDY
4212. wisdom,2456,TRAGEDY,4212. Arctic,4694,TRAGEDY
4213. Okay,2576,COMEDY,4213. talent,1759,COMEDY
4214. paintings,3040,TRAGEDY,4214. compatibility,4065,COMEDY
4215. crowd,2000,COMEDY,4215. gaining,3563,COMEDY
4216. measure,1248,TRAGEDY,4216. potato,4372,COMEDY
4217. welcoming,4660,COMEDY,4217. menu,1578,COMEDY
4218. paper,557,COMEDY,4218. assignments,4642,TRAGEDY
4219. Road,3837,TRAGEDY,4219. were,24,TRAGEDY
4220. talks,4273,COMEDY,4220. North,1587,TRAGEDY
4221. Healthcare,3773,TRAGEDY,4221. worth,4406,TRAGEDY
4222. glasses,4043,COMEDY,4222. hospitality,4717,COMEDY
4223. box,1557,COMEDY,4223. collected,2737,COMEDY
4224. correct,3303,COMEDY,4224. religion,1746,TRAGEDY
4225. oversight,4850,TRAGEDY,4225. smoking,4490,TRAGEDY
4226. tactics,1743,TRAGEDY,4226. mud,4912,COMEDY
4227. views,823,COMEDY,4227. demanding,4681,TRAGEDY
