"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
3961. peace,994,COMEDY,3961. anyone,901,COMEDY
3962. curiosity,1822,COMEDY,3962. ground,670,TRAGEDY
3963. flight,2806,COMEDY,3963. optimize,1176,TRAGEDY
3964. variations,2114,COMEDY,3964. paint,2387,COMEDY
3965. celebration,3196,COMEDY,3965. say,644,COMEDY
3966. console,3732,TRAGEDY,3966. Looking,4827,COMEDY
3967. cake,3049,COMEDY,3967. Strategy,4935,TRAGEDY
3968. reading,809,COMEDY,3968. contexts,2739,TRAGEDY
3969. Writing,3733,COMEDY,3969. has,7,COMEDY
3970. Remove,2904,TRAGEDY,3970. Twitter,1731,COMEDY
3971. pick,3225,COMEDY,3971. mansion,4997,COMEDY
3972. volunteer,2497,COMEDY,3972. added,1008,COMEDY
3973. textures,2669,COMEDY,3973. genre,1811,COMEDY
3974. youth,2992,COMEDY,3974. Natsuki,374,COMEDY
3975. fiction,2509,COMEDY,3975. encounter,2166,TRAGEDY
3976. article,637,COMEDY,3976. Institute,2769,TRAGEDY
3977. jobs,1117,TRAGEDY,3977. jewelry,2866,COMEDY
3978. business,132,TRAGEDY,3978. shows,509,COMEDY
3979. detection,2304,TRAGEDY,3979. configuration,2406,TRAGEDY
3980. electronics,4564,COMEDY,3980. defense,2251,TRAGEDY
3981. focus,153,COMEDY,3981. crafted,4191,COMEDY
3982. obstacles,1464,TRAGEDY,3982. Implement,3280,TRAGEDY
3983. noticed,1872,COMEDY,3983. founded,4380,TRAGEDY
3984. inhabitants,4941,COMEDY,3984. population,759,TRAGEDY
3985. Roman,2334,COMEDY,3985. discovered,1401,COMEDY
3986. Robert,3727,COMEDY,3986. overwhelmed,3600,TRAGEDY
3987. empathy,1844,COMEDY,3987. sunlight,1662,COMEDY
3988. Ethan,4042,COMEDY,3988. balance,309,TRAGEDY
3989. oven,2270,COMEDY,3989. play,297,COMEDY
3990. bring,416,COMEDY,3990. Replace,3989,TRAGEDY
3991. cotton,2962,COMEDY,3991. channel,1925,COMEDY
3992. operates,4194,TRAGEDY,3992. glowing,4436,COMEDY
3993. Thomas,3025,COMEDY,3993. juicy,2744,COMEDY
3994. decor,2584,COMEDY,3994. hips,3741,COMEDY
3995. accessing,3338,TRAGEDY,3995. luxury,2326,COMEDY
3996. reliance,3942,TRAGEDY,3996. expected,938,TRAGEDY
3997. recipe,863,COMEDY,3997. Paris,2858,COMEDY
3998. plan,233,TRAGEDY,3998. expression,627,COMEDY
3999. trade,718,TRAGEDY,3999. weather,762,TRAGEDY
4000. div,1854,COMEDY,4000. motion,2073,COMEDY
4001. Ash,4124,TRAGEDY,4001. Client,4513,TRAGEDY
4002. mining,2443,TRAGEDY,4002. castle,4375,COMEDY
4003. laughter,1435,COMEDY,4003. landing,4075,TRAGEDY
4004. harmony,2277,COMEDY,4004. highlight,1298,COMEDY
4005. choices,1034,TRAGEDY,4005. review,693,TRAGEDY
4006. drama,3174,TRAGEDY,4006. outcomes,621,TRAGEDY
4007. trails,2385,TRAGEDY,4007. simulate,4003,TRAGEDY
4008. Section,4824,TRAGEDY,4008. stomach,3230,COMEDY
4009. come,285,COMEDY,4009. Climate,2213,TRAGEDY
4010. slow,3436,TRAGEDY,4010. attract,1350,COMEDY
4011. adds,1338,COMEDY,4011. incorporate,1012,TRAGEDY
4012. Just,3976,TRAGEDY,4012. washing,4180,COMEDY
4013. degree,1918,TRAGEDY,4013. signs,1647,TRAGEDY
4014. size,325,COMEDY,4014. Iran,4880,TRAGEDY
4015. opposition,3367,TRAGEDY,4015. sentences,2670,TRAGEDY
4016. applications,642,TRAGEDY,4016. GPT,3642,TRAGEDY
4017. prayer,4866,TRAGEDY,4017. developers,1602,TRAGEDY
4018. assignments,4642,TRAGEDY,4018. Egypt,3941,COMEDY
4019. pleasure,1057,COMEDY,4019. dignity,4247,TRAGEDY
4020. rituals,3204,TRAGEDY,4020. optimizing,3121,TRAGEDY
4021. define,1723,TRAGEDY,4021. utilize,3457,TRAGEDY
4022. mechanics,3316,TRAGEDY,4022. studies,541,TRAGEDY
4023. cookies,2848,COMEDY,4023. brother,2794,TRAGEDY
4024. Ingredients,2577,TRAGEDY,4024. concerning,4391,TRAGEDY
4025. Thai,4810,COMEDY,4025. balanced,4661,TRAGEDY
4026. initiative,2441,TRAGEDY,4026. insecurity,4922,TRAGEDY
4027. scenes,2084,TRAGEDY,4027. roots,2892,TRAGEDY
4028. distributed,4049,TRAGEDY,4028. spaces,1252,TRAGEDY
4029. coordination,3557,TRAGEDY,4029. robots,3089,COMEDY
4030. courses,1100,TRAGEDY,4030. kitchen,2162,COMEDY
4031. helped,380,TRAGEDY,4031. adaptation,3244,TRAGEDY
4032. included,1016,TRAGEDY,4032. leading,223,TRAGEDY
4033. governments,969,TRAGEDY,4033. Prompts,4987,COMEDY
4034. unit,2216,TRAGEDY,4034. organizing,3213,TRAGEDY
4035. She,56,TRAGEDY,4035. HR,4255,TRAGEDY
4036. becoming,847,TRAGEDY,4036. kit,4893,COMEDY
4037. sleep,952,COMEDY,4037. size,325,TRAGEDY
4038. centered,4951,TRAGEDY,4038. seafood,2029,COMEDY
4039. butt,4442,COMEDY,4039. potential,813,TRAGEDY
4040. column,1643,TRAGEDY,4040. encourages,1763,TRAGEDY
4041. temple,4303,TRAGEDY,4041. era,1489,TRAGEDY
4042. forth,4595,TRAGEDY,4042. breakdown,3575,TRAGEDY
4043. live,1639,COMEDY,4043. movement,470,TRAGEDY
4044. planned,3875,TRAGEDY,4044. Player,3753,COMEDY
4045. setup,3321,COMEDY,4045. detail,798,TRAGEDY
4046. investment,584,TRAGEDY,4046. working,199,TRAGEDY
4047. solving,4299,TRAGEDY,4047. ongoing,2093,TRAGEDY
4048. Write,294,TRAGEDY,4048. advocate,2404,TRAGEDY
4049. Night,4093,TRAGEDY,4049. distances,4308,TRAGEDY
4050. host,1997,COMEDY,4050. throw,3986,COMEDY
4051. networks,1394,COMEDY,4051. following,386,COMEDY
4052. tale,3350,COMEDY,4052. couple,2202,COMEDY
4053. recommend,760,COMEDY,4053. sources,205,TRAGEDY
4054. Agreement,3214,COMEDY,4054. accessibility,1861,TRAGEDY
4055. participate,1217,COMEDY,4055. bridge,2641,TRAGEDY
4056. waves,1717,COMEDY,4056. partnership,2183,COMEDY
4057. poetry,2058,TRAGEDY,4057. achievements,2079,COMEDY
4058. thank,2421,COMEDY,4058. existence,1486,TRAGEDY
4059. landmarks,2692,COMEDY,4059. medications,2851,TRAGEDY
4060. transportation,371,COMEDY,4060. Episode,4897,COMEDY
4061. maintaining,668,COMEDY,4061. revealed,2953,TRAGEDY
4062. followed,1359,COMEDY,4062. simplicity,4163,COMEDY
4063. mechanisms,1517,COMEDY,4063. warmth,2056,COMEDY
4064. Food,2474,COMEDY,4064. campus,3366,COMEDY
4065. parties,1230,COMEDY,4065. entities,3198,TRAGEDY
4066. Dave,3429,COMEDY,4066. presentation,1773,COMEDY
4067. disaster,2365,TRAGEDY,4067. logic,2315,TRAGEDY
4068. court,2039,TRAGEDY,4068. User,1838,TRAGEDY
4069. Lake,3633,COMEDY,4069. snack,2467,COMEDY
4070. cum,4452,COMEDY,4070. progression,4789,COMEDY
4071. backdrop,3780,COMEDY,4071. bowl,1510,COMEDY
4072. has,7,COMEDY,4072. entrepreneurship,4586,COMEDY
4073. discussion,1513,COMEDY,4073. warming,3750,TRAGEDY
4074. jazz,2561,COMEDY,4074. novels,3022,COMEDY
4075. possibility,2306,COMEDY,4075. Remove,2904,TRAGEDY
4076. word,600,COMEDY,4076. Ed,2057,COMEDY
4077. gaining,3563,COMEDY,4077. peak,4400,TRAGEDY
4078. conserve,4173,COMEDY,4078. suffering,2555,TRAGEDY
4079. thesis,4237,COMEDY,4079. sectors,2433,TRAGEDY
4080. forms,563,COMEDY,4080. complement,3276,COMEDY
4081. adapting,3548,COMEDY,4081. athletes,1813,COMEDY
4082. specifications,4706,TRAGEDY,4082. traffic,882,TRAGEDY
4083. photos,1707,COMEDY,4083. dark,2070,TRAGEDY
4084. supported,1991,COMEDY,4084. subscribers,4977,COMEDY
4085. beaches,3933,COMEDY,4085. guidelines,561,COMEDY
4086. pizza,3050,COMEDY,4086. Pacific,3859,COMEDY
4087. manner,1208,TRAGEDY,4087. bread,1850,COMEDY
4088. Exercise,3820,COMEDY,4088. menu,1578,COMEDY
4089. markets,1186,TRAGEDY,4089. alert,4968,TRAGEDY
4090. bias,2098,TRAGEDY,4090. chance,1069,COMEDY
4091. bed,1363,COMEDY,4091. engines,2450,COMEDY
4092. offer,338,COMEDY,4092. content,78,COMEDY
4093. enthusiasts,3560,COMEDY,4093. powder,1727,COMEDY
4094. Structure,3669,TRAGEDY,4094. Body,3678,TRAGEDY
4095. engine,1534,TRAGEDY,4095. Consider,599,COMEDY
4096. expressing,2934,COMEDY,4096. toes,4376,COMEDY
4097. metrics,1494,TRAGEDY,4097. cross,4623,TRAGEDY
4098. Are,893,TRAGEDY,4098. joined,3789,COMEDY
4099. share,204,COMEDY,4099. victim,3502,TRAGEDY
4100. Game,2951,COMEDY,4100. punishment,4539,TRAGEDY
4101. used,26,TRAGEDY,4101. allies,3603,COMEDY
4102. communication,167,TRAGEDY,4102. force,768,TRAGEDY
4103. cases,665,TRAGEDY,4103. Park,1247,COMEDY
4104. boards,4465,TRAGEDY,4104. principles,895,COMEDY
4105. buttons,4021,COMEDY,4105. import,417,COMEDY
4106. excitement,1140,COMEDY,4106. was,6,COMEDY
4107. Rome,4282,TRAGEDY,4107. herbs,1955,COMEDY
4108. accessibility,1861,TRAGEDY,4108. Art,1385,COMEDY
4109. evolving,2638,COMEDY,4109. identifying,1594,COMEDY
4110. Listen,3871,TRAGEDY,4110. affected,1000,TRAGEDY
4111. pussy,4378,COMEDY,4111. eye,955,COMEDY
4112. harassment,3308,TRAGEDY,4112. investing,1181,TRAGEDY
4113. icon,4274,COMEDY,4113. Asia,2248,TRAGEDY
4114. darkness,1744,TRAGEDY,4114. predict,1630,TRAGEDY
4115. intervention,2266,TRAGEDY,4115. OUT,3598,COMEDY
4116. boss,3965,COMEDY,4116. rays,4918,COMEDY
4117. economies,3379,TRAGEDY,4117. Fashion,4165,COMEDY
4118. Conclusion,1220,TRAGEDY,4118. begins,1436,TRAGEDY
4119. Increased,2717,TRAGEDY,4119. foods,1002,COMEDY
4120. decided,1377,TRAGEDY,4120. reduction,1302,TRAGEDY
4121. entities,3198,TRAGEDY,4121. word,600,COMEDY
4122. shake,4050,COMEDY,4122. collaborating,4541,TRAGEDY
4123. tables,2172,COMEDY,4123. apply,1085,TRAGEDY
4124. organizations,178,TRAGEDY,4124. table,675,COMEDY
4125. tickets,4357,COMEDY,4125. Identify,2040,TRAGEDY
4126. vacation,4176,COMEDY,4126. brown,3418,COMEDY
4127. VR,2081,COMEDY,4127. inequalities,4799,TRAGEDY
4128. achieved,1714,TRAGEDY,4128. wings,3393,COMEDY
4129. attribute,4589,TRAGEDY,4129. tailor,3665,COMEDY
4130. others,94,TRAGEDY,4130. id,2407,COMEDY
4131. compared,865,TRAGEDY,4131. INT,1141,COMEDY
4132. courage,2281,TRAGEDY,4132. learners,2870,TRAGEDY
4133. cell,1361,TRAGEDY,4133. arms,1345,TRAGEDY
4134. stay,281,COMEDY,4134. home,185,COMEDY
4135. friends,295,COMEDY,4135. require,633,TRAGEDY
4136. passengers,3767,TRAGEDY,4136. eggs,2092,COMEDY
4137. explains,4415,TRAGEDY,4137. changed,1225,TRAGEDY
4138. Queen,3105,COMEDY,4138. organisms,3104,TRAGEDY
4139. Case,4017,TRAGEDY,4139. sun,981,COMEDY
4140. restaurant,1087,COMEDY,4140. positivity,4296,COMEDY
4141. role,92,COMEDY,4141. raising,2664,COMEDY
4142. wonders,4020,COMEDY,4142. intent,4676,TRAGEDY
4143. flowers,1648,COMEDY,4143. watch,1325,COMEDY
4144. Sakura,3133,COMEDY,4144. requirements,505,TRAGEDY
4145. demographics,3301,TRAGEDY,4145. square,3765,COMEDY
4146. performance,168,COMEDY,4146. machines,2197,TRAGEDY
4147. dressing,3258,COMEDY,4147. Review,2557,TRAGEDY
4148. metaphor,4663,COMEDY,4148. pink,3163,COMEDY
4149. crisis,1656,TRAGEDY,4149. Sales,4611,TRAGEDY
4150. canvas,2954,COMEDY,4150. makeup,2838,COMEDY
4151. plans,697,COMEDY,4151. personnel,2921,TRAGEDY
4152. portion,3251,COMEDY,4152. executed,3304,TRAGEDY
4153. livelihoods,4569,TRAGEDY,4153. future,180,TRAGEDY
4154. Trail,3967,COMEDY,4154. filled,496,COMEDY
4155. Leonardo,3855,COMEDY,4155. journalism,4959,TRAGEDY
4156. blend,1310,COMEDY,4156. restaurants,1180,COMEDY
4157. padding,3831,COMEDY,4157. product,213,TRAGEDY
4158. trials,3424,TRAGEDY,4158. duration,2055,TRAGEDY
4159. doctors,4371,TRAGEDY,4159. North,1587,TRAGEDY
4160. job,230,TRAGEDY,4160. teaspoon,2740,COMEDY
4161. honor,2756,TRAGEDY,4161. fill,2302,COMEDY
4162. keeping,1166,COMEDY,4162. deployment,3717,TRAGEDY
4163. sold,3267,TRAGEDY,4163. legs,1724,COMEDY
4164. rooted,4894,COMEDY,4164. preference,2593,TRAGEDY
4165. skin,463,COMEDY,4165. distribution,1143,TRAGEDY
4166. accounts,1609,TRAGEDY,4166. minority,4195,TRAGEDY
4167. dining,2983,COMEDY,4167. regards,3207,TRAGEDY
4168. watched,2280,COMEDY,4168. ask,605,COMEDY
4169. rivers,4382,COMEDY,4169. getting,468,COMEDY
4170. rights,355,TRAGEDY,4170. pan,2726,COMEDY
4171. artifacts,3474,TRAGEDY,4171. DAN,2585,COMEDY
4172. prioritizing,2901,TRAGEDY,4172. origin,3917,TRAGEDY
4173. install,2022,TRAGEDY,4173. Justice,4153,TRAGEDY
4174. coaching,2301,COMEDY,4174. Tom,1909,COMEDY
4175. hiring,2897,TRAGEDY,4175. material,569,COMEDY
4176. prevent,296,TRAGEDY,4176. addition,459,COMEDY
4177. bath,3946,COMEDY,4177. fruit,1684,COMEDY
4178. April,2835,COMEDY,4178. front,1215,TRAGEDY
4179. College,2644,TRAGEDY,4179. assistance,804,TRAGEDY
4180. amenities,4152,COMEDY,4180. Alice,2620,COMEDY
4181. reaction,2091,TRAGEDY,4181. star,2271,TRAGEDY
4182. approval,4166,TRAGEDY,4182. keys,2738,COMEDY
4183. belonging,3683,COMEDY,4183. Club,3037,COMEDY
4184. device,831,TRAGEDY,4184. research,69,TRAGEDY
4185. Incorporating,4229,TRAGEDY,4185. opportunity,511,TRAGEDY
4186. protein,1115,COMEDY,4186. Learn,3307,COMEDY
4187. resource,1303,TRAGEDY,4187. balancing,3501,COMEDY
4188. choosing,1474,TRAGEDY,4188. seeing,1741,TRAGEDY
4189. Determine,3520,TRAGEDY,4189. falls,2659,TRAGEDY
4190. voters,4389,TRAGEDY,4190. Press,4250,TRAGEDY
4191. F,4053,TRAGEDY,4191. pay,1077,COMEDY
4192. cup,634,COMEDY,4192. fish,1161,COMEDY
4193. meditation,609,COMEDY,4193. guided,2909,TRAGEDY
4194. features,124,TRAGEDY,4194. shake,4050,COMEDY
4195. democracy,3122,TRAGEDY,4195. gloves,4693,COMEDY
4196. advice,691,COMEDY,4196. manner,1208,COMEDY
4197. symphony,3829,COMEDY,4197. http,3852,COMEDY
4198. movements,746,TRAGEDY,4198. p,2067,COMEDY
4199. conducting,2508,TRAGEDY,4199. dinner,2489,COMEDY
4200. appreciated,4090,COMEDY,4200. network,478,TRAGEDY
4201. beer,3245,COMEDY,4201. trees,929,COMEDY
4202. carries,4653,TRAGEDY,4202. course,315,COMEDY
4203. row,1596,COMEDY,4203. substances,4181,TRAGEDY
4204. alignment,4523,TRAGEDY,4204. emergence,3911,TRAGEDY
4205. trust,568,TRAGEDY,4205. adjustments,2626,COMEDY
4206. insights,482,TRAGEDY,4206. meets,1915,COMEDY
4207. treasure,4056,COMEDY,4207. Digital,2504,TRAGEDY
4208. fields,921,TRAGEDY,4208. works,290,COMEDY
4209. lyrics,2143,COMEDY,4209. brands,886,COMEDY
4210. ai,4634,TRAGEDY,4210. stores,1508,COMEDY
4211. adaptations,4058,TRAGEDY,4211. beginning,1477,TRAGEDY
4212. Dick,4441,COMEDY,4212. Resources,4664,TRAGEDY
4213. controls,2772,TRAGEDY,4213. resulted,1989,TRAGEDY
4214. complexities,3019,TRAGEDY,4214. majority,3179,TRAGEDY
4215. consent,2430,TRAGEDY,4215. School,1495,COMEDY
4216. contract,1947,TRAGEDY,4216. restaurant,1087,COMEDY
4217. appealing,1690,COMEDY,4217. gestures,4726,COMEDY
4218. requirement,4482,TRAGEDY,4218. Step,725,COMEDY
4219. market,196,TRAGEDY,4219. change,71,TRAGEDY
4220. Thank,446,COMEDY,4220. instance,617,TRAGEDY
4221. simplicity,4163,COMEDY,4221. knowing,1433,COMEDY
4222. integers,4422,TRAGEDY,4222. story,96,COMEDY
4223. evoke,3806,TRAGEDY,4223. performing,2131,COMEDY
4224. shoulders,3001,TRAGEDY,4224. timing,3643,COMEDY
4225. title,1086,TRAGEDY,4225. cosmos,4981,TRAGEDY
4226. France,2229,COMEDY,4226. hosts,3945,COMEDY
4227. norms,1455,TRAGEDY,4227. beer,3245,COMEDY
4228. vitamins,4125,COMEDY,4228. taken,458,TRAGEDY
4229. shops,3062,COMEDY,4229. remaining,2082,TRAGEDY
4230. mentioned,713,TRAGEDY,4230. Insert,4063,COMEDY
4231. TO,1426,COMEDY,4231. Taking,3274,COMEDY
4232. savings,2330,COMEDY,4232. volume,2031,TRAGEDY
4233. disadvantages,4596,TRAGEDY,4233. crop,1953,COMEDY
4234. dream,1865,COMEDY,4234. stored,2356,TRAGEDY
4235. innovations,3285,COMEDY,4235. retailers,3047,TRAGEDY
4236. Court,3259,TRAGEDY,4236. scenario,1498,TRAGEDY
4237. environment,82,TRAGEDY,4237. Start,1113,COMEDY
4238. provided,313,COMEDY,4238. intended,2227,TRAGEDY
4239. risks,488,TRAGEDY,4239. feet,731,COMEDY
4240. curriculum,3153,COMEDY,4240. penetrate,3031,TRAGEDY
4241. jewelry,2866,COMEDY,4241. anything,406,COMEDY
4242. earth,2133,TRAGEDY,4242. matters,2800,TRAGEDY
4243. managers,2661,COMEDY,4243. offered,1379,COMEDY
4244. prove,3482,COMEDY,4244. hours,510,TRAGEDY
4245. island,1829,COMEDY,4245. turns,1682,COMEDY
4246. stores,1508,COMEDY,4246. elements,282,TRAGEDY
4247. meet,564,COMEDY,4247. shipping,2718,TRAGEDY
4248. total,4915,COMEDY,4248. enjoy,629,COMEDY
4249. script,615,COMEDY,4249. Festival,2581,COMEDY
4250. sister,2174,COMEDY,4250. watches,4201,TRAGEDY
4251. argue,4497,TRAGEDY,4251. completed,1956,TRAGEDY
4252. Individuals,3622,COMEDY,4252. Wow,588,COMEDY
4253. enduring,4731,TRAGEDY,4253. Electric,4839,COMEDY
4254. leading,223,COMEDY,4254. United,428,TRAGEDY
4255. butter,1459,COMEDY,4255. self,1213,COMEDY
4256. custom,1709,COMEDY,4256. won,1328,COMEDY
4257. peppers,3012,COMEDY,4257. treats,4972,COMEDY
4258. resonate,4690,TRAGEDY,4258. fats,3490,COMEDY
4259. Paul,3623,COMEDY,4259. documentation,2159,TRAGEDY
4260. leader,1448,COMEDY,4260. happening,1802,COMEDY
4261. die,3695,TRAGEDY,4261. rendering,4830,TRAGEDY
4262. IT,2548,COMEDY,4262. family,137,COMEDY
4263. individuals,58,TRAGEDY,4263. owner,2707,TRAGEDY
4264. Francisco,4714,COMEDY,4264. tablespoons,4132,COMEDY
4265. Open,2804,COMEDY,4265. expect,1979,TRAGEDY
4266. craft,2594,COMEDY,4266. considered,535,TRAGEDY
4267. fun,544,COMEDY,4267. paying,3074,TRAGEDY
4268. baby,954,COMEDY,4268. Cut,2221,TRAGEDY
4269. goal,580,COMEDY,4269. boy,1698,COMEDY
4270. Wait,4854,COMEDY,4270. object,1046,TRAGEDY
4271. integrate,2243,TRAGEDY,4271. inside,4966,TRAGEDY
4272. struck,4760,TRAGEDY,4272. afford,3864,TRAGEDY
4273. relaxation,1381,COMEDY,4273. OF,2802,TRAGEDY
4274. inequality,1198,TRAGEDY,4274. acting,2705,COMEDY
4275. please,254,COMEDY,4275. tranquility,4004,COMEDY
4276. son,1852,COMEDY,4276. collection,902,TRAGEDY
4277. IP,3522,TRAGEDY,4277. faces,1670,COMEDY
4278. Number,3007,COMEDY,4278. region,419,TRAGEDY
4279. launched,2176,COMEDY,4279. contract,1947,TRAGEDY
4280. checked,4633,COMEDY,4280. improvement,1206,COMEDY
4281. daughter,1957,COMEDY,4281. titles,3330,TRAGEDY
4282. feels,979,TRAGEDY,4282. turned,1043,TRAGEDY
4283. creates,1127,COMEDY,4283. mud,4912,COMEDY
4284. be,5,COMEDY,4284. Europe,1305,TRAGEDY
4285. fascinating,1881,COMEDY,4285. Yoga,4302,COMEDY
4286. var,3345,TRAGEDY,4286. writer,2064,TRAGEDY
4287. let,128,COMEDY,4287. conclusion,414,TRAGEDY
4288. campaigns,656,TRAGEDY,4288. c,1525,TRAGEDY
4289. route,2730,COMEDY,4289. feels,979,COMEDY
4290. determine,632,TRAGEDY,4290. supposed,4207,TRAGEDY
4291. clubroom,4514,COMEDY,4291. laws,772,TRAGEDY
4292. False,4197,TRAGEDY,4292. zones,4533,TRAGEDY
4293. fuel,1664,TRAGEDY,4293. utilized,3542,TRAGEDY
4294. Girl,4120,COMEDY,4294. raised,1937,COMEDY
4295. approach,156,TRAGEDY,4295. Lee,3693,COMEDY
4296. fusion,2821,COMEDY,4296. police,1332,TRAGEDY
4297. impacting,4932,TRAGEDY,4297. kill,1798,TRAGEDY
4298. won,1328,COMEDY,4298. mitigating,3651,TRAGEDY
4299. ear,4122,COMEDY,4299. feel,145,COMEDY
4300. Battle,4516,TRAGEDY,4300. buildings,1106,TRAGEDY
4301. female,3903,COMEDY,4301. grant,4944,COMEDY
4302. lead,119,TRAGEDY,4302. meals,1617,COMEDY
4303. Customer,2997,COMEDY,4303. condition,1045,TRAGEDY
4304. resist,2691,TRAGEDY,4304. Level,4917,TRAGEDY
4305. staff,1009,COMEDY,4305. Season,4979,COMEDY
4306. facilitate,2646,COMEDY,4306. produced,1586,TRAGEDY
4307. seeing,1741,COMEDY,4307. brand,252,COMEDY
4308. wages,4500,TRAGEDY,4308. Analytics,3939,TRAGEDY
4309. trips,4249,COMEDY,4309. Change,2781,TRAGEDY
4310. honey,2167,COMEDY,4310. grab,3721,COMEDY
4311. drones,3443,TRAGEDY,4311. volunteers,3240,COMEDY
4312. candidates,2422,COMEDY,4312. counter,3955,TRAGEDY
4313. series,500,COMEDY,4313. task,540,TRAGEDY
4314. eating,1410,COMEDY,4314. CSV,4785,TRAGEDY
4315. tries,2462,COMEDY,4315. hobbies,3947,COMEDY
4316. yields,3655,TRAGEDY,4316. hunting,3453,TRAGEDY
4317. done,415,COMEDY,4317. passion,1288,COMEDY
4318. sight,1862,COMEDY,4318. treatment,457,TRAGEDY
4319. perception,2290,TRAGEDY,4319. Food,2474,COMEDY
4320. food,87,COMEDY,4320. grade,4970,TRAGEDY
4321. customers,219,COMEDY,4321. reminiscent,1585,TRAGEDY
4322. surfaces,3675,TRAGEDY,4322. drawbacks,2350,TRAGEDY
4323. err,4307,COMEDY,4323. minimalist,4668,COMEDY
4324. autonomy,3439,TRAGEDY,4324. offering,647,COMEDY
4325. economy,554,TRAGEDY,4325. null,3227,TRAGEDY
4326. buy,1935,COMEDY,4326. drops,4162,TRAGEDY
4327. signs,1647,TRAGEDY,4327. Lucy,4054,COMEDY
4328. solutions,391,COMEDY,4328. threat,1636,TRAGEDY
4329. illustrate,3430,COMEDY,4329. run,643,COMEDY
4330. revenue,1072,TRAGEDY,4330. referring,3825,TRAGEDY
4331. echo,4716,TRAGEDY,4331. damage,608,TRAGEDY
4332. dough,2968,COMEDY,4332. providers,1283,COMEDY
4333. loyalty,1428,TRAGEDY,4333. aroma,4537,COMEDY
4334. disputes,4705,TRAGEDY,4334. parks,2412,COMEDY
4335. actor,4484,COMEDY,4335. achieving,1199,COMEDY
4336. existence,1486,TRAGEDY,4336. policy,517,TRAGEDY
4337. misinformation,4430,TRAGEDY,4337. parameter,2902,TRAGEDY
4338. distress,4418,TRAGEDY,4338. Define,2111,TRAGEDY
4339. cuts,4211,TRAGEDY,4339. event,301,TRAGEDY
4340. concerns,353,TRAGEDY,4340. preprogrammed,3565,TRAGEDY
4341. system,60,TRAGEDY,4341. Line,4613,COMEDY
4342. occurs,2699,TRAGEDY,4342. Lady,4933,COMEDY
4343. doctor,2413,TRAGEDY,4343. passes,4887,TRAGEDY
4344. Act,1480,COMEDY,4344. tables,2172,COMEDY
4345. selecting,2110,COMEDY,4345. scores,3312,COMEDY
4346. welcoming,4660,COMEDY,4346. predictions,3208,TRAGEDY
4347. web,1120,COMEDY,4347. received,1071,COMEDY
4348. hotels,3286,COMEDY,4348. evaluation,2178,TRAGEDY
4349. charging,3344,TRAGEDY,4349. experiment,1533,COMEDY
4350. buying,2408,COMEDY,4350. moves,1874,COMEDY
4351. conversion,2551,TRAGEDY,4351. add,75,COMEDY
4352. July,3696,COMEDY,4352. charged,3175,TRAGEDY
4353. properties,883,TRAGEDY,4353. infrastructure,527,TRAGEDY
4354. hearts,2481,COMEDY,4354. valued,2724,COMEDY
4355. Spring,4890,COMEDY,4355. series,500,COMEDY
4356. shopping,1470,COMEDY,4356. element,828,TRAGEDY
4357. podcast,3066,COMEDY,4357. drinks,2242,COMEDY
4358. phone,740,TRAGEDY,4358. justice,616,TRAGEDY
4359. don,2923,COMEDY,4359. light,399,COMEDY
4360. rays,4918,COMEDY,4360. collections,4290,COMEDY
4361. Cook,3593,COMEDY,4361. cooked,2542,COMEDY
4362. Attend,4841,TRAGEDY,4362. head,429,COMEDY
4363. Strategy,4935,TRAGEDY,4363. debris,3572,TRAGEDY
4364. curves,4650,COMEDY,4364. influence,433,TRAGEDY
4365. key,792,TRAGEDY,4365. representatives,4301,TRAGEDY
4366. Bay,3985,COMEDY,4366. ecosystem,1353,TRAGEDY
4367. reflect,1423,TRAGEDY,4367. press,2138,TRAGEDY
4368. contracts,3807,TRAGEDY,4368. worked,992,COMEDY
4369. Q,3149,COMEDY,4369. income,891,TRAGEDY
4370. guess,4256,COMEDY,4370. comforting,4828,COMEDY
4371. artists,438,COMEDY,4371. habitats,1445,TRAGEDY
4372. classes,1062,TRAGEDY,4372. compassion,2016,COMEDY
4373. him,51,TRAGEDY,4373. sugar,1205,COMEDY
4374. attract,1350,COMEDY,4374. Midjourney,2896,COMEDY
4375. prompt,277,COMEDY,4375. heritage,1041,TRAGEDY
4376. distance,986,TRAGEDY,4376. filters,2439,TRAGEDY
4377. jokes,4895,COMEDY,4377. individuals,58,TRAGEDY
4378. commands,2658,TRAGEDY,4378. obtained,4231,COMEDY
4379. Being,3041,TRAGEDY,4379. testament,1978,TRAGEDY
4380. wear,1863,COMEDY,4380. clarify,3682,COMEDY
4381. things,236,COMEDY,4381. period,626,COMEDY
4382. Color,3519,COMEDY,4382. him,51,TRAGEDY
4383. buildings,1106,TRAGEDY,4383. highlighted,3925,COMEDY
