"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
.1",order-1,shuffle1-test0
4012. 精通,4355,COMEDY,4012. 买,1054,COMEDY
4013. 器材,2211,COMEDY,4013. 日志,2490,TRAGEDY
4014. 算,2816,COMEDY,4014. 音箱,3986,COMEDY
4015. 判断,535,COMEDY,4015. 毕业生,4377,COMEDY
4016. 表达式,1770,COMEDY,4016. 飞机,1665,TRAGEDY
4017. 代表,417,COMEDY,4017. 奶茶,4934,COMEDY
4018. 符,1646,COMEDY,4018. 木星,2128,COMEDY
4019. 组成,433,COMEDY,4019. 意大利,754,COMEDY
4020. 存,3608,COMEDY,4020. 预报,1260,TRAGEDY
4021. 否定,4472,TRAGEDY,4021. 奖励,1174,COMEDY
4022. 嘴巴,4741,COMEDY,4022. 南极洲,3306,TRAGEDY
4023. 密码,821,TRAGEDY,4023. 穿戴,4196,COMEDY
4024. 适合,153,COMEDY,4024. 标识,3187,TRAGEDY
4025. 监管,1077,TRAGEDY,4025. 比赛,379,COMEDY
4026. 列表,335,COMEDY,4026. 口语,1489,COMEDY
4027. 妇女,4612,COMEDY,4027. 植物,227,COMEDY
4028. 有效性,2715,TRAGEDY,4028. 施工,1882,TRAGEDY
4029. 美景,1507,COMEDY,4029. 灌溉,4976,TRAGEDY
4030. 草原,2367,COMEDY,4030. 替换,1512,TRAGEDY
4031. 风,1199,COMEDY,4031. 向往,4414,COMEDY
4032. 收集,644,COMEDY,4032. 学术化,4476,TRAGEDY
4033. 约定,2642,COMEDY,4033. 沉浸,2677,TRAGEDY
4034. 允许,1286,COMEDY,4034. 积,2430,TRAGEDY
4035. 真理,3731,TRAGEDY,4035. 人才,1162,COMEDY
4036. 售价,2871,TRAGEDY,4036. 飞船,3971,COMEDY
4037. 范围,391,COMEDY,4037. 分泌,3973,TRAGEDY
4038. 宜,3725,COMEDY,4038. 现实,838,TRAGEDY
4039. 挂,2996,TRAGEDY,4039. 天数,2709,TRAGEDY
4040. 刀,3287,TRAGEDY,4040. 白糖,3122,COMEDY
4041. 仓库,2772,TRAGEDY,4041. 例,1300,TRAGEDY
4042. 卧室,2162,COMEDY,4042. 帧,4047,TRAGEDY
4043. 预热,2499,COMEDY,4043. 绳子,4146,TRAGEDY
4044. 脚,1545,COMEDY,4044. 角度,639,TRAGEDY
4045. 验证,863,TRAGEDY,4045. 教学,675,TRAGEDY
4046. 点缀,3555,COMEDY,4046. 外形,4156,COMEDY
4047. 博客,2427,COMEDY,4047. 种,3052,COMEDY
4048. 能耗,3674,TRAGEDY,4048. 模具,3661,TRAGEDY
4049. 听听,3597,COMEDY,4049. 有益,4804,COMEDY
4050. 后期,4292,TRAGEDY,4050. 性价比,2862,COMEDY
4051. 蚂蚁,2873,COMEDY,4051. 输出,245,TRAGEDY
4052. 特效,4864,COMEDY,4052. 颜料,4450,COMEDY
4053. 困扰,2641,TRAGEDY,4053. 大数据,878,TRAGEDY
4054. 创业者,2094,COMEDY,4054. 水星,2853,TRAGEDY
4055. 实力,1964,COMEDY,4055. 媒介,4058,TRAGEDY
4056. 赚,3954,COMEDY,4056. 组织,315,TRAGEDY
4057. 电器,1201,COMEDY,4057. 扩大,973,TRAGEDY
4058. 硬盘,4107,COMEDY,4058. 室,2167,TRAGEDY
4059. 命运,1847,TRAGEDY,4059. 财富,1621,COMEDY
4060. 歌,1780,COMEDY,4060. 卧室,2162,COMEDY
4061. 下,832,TRAGEDY,4061. 纠正,3035,TRAGEDY
4062. 设计师,1529,COMEDY,4062. 拉伸,3599,COMEDY
4063. 纠正,3035,TRAGEDY,4063. 满意度,1374,COMEDY
4064. 比赛,379,COMEDY,4064. 大学生,1475,COMEDY
4065. 骑行,3443,COMEDY,4065. 意,2406,TRAGEDY
4066. 视觉,656,COMEDY,4066. 肿瘤,2955,TRAGEDY
4067. 令人,2787,TRAGEDY,4067. 系列,1499,COMEDY
4068. 风格,225,COMEDY,4068. 介绍,161,COMEDY
4069. 指点,4402,COMEDY,4069. 显得,1836,TRAGEDY
4070. 土地,1189,TRAGEDY,4070. 二进制,3607,TRAGEDY
4071. 三文鱼,3726,COMEDY,4071. 行为,151,TRAGEDY
4072. 鸡蛋,729,COMEDY,4072. 源于,3436,TRAGEDY
4073. 转向,3755,TRAGEDY,4073. 措辞,2609,TRAGEDY
4074. 同学,1748,COMEDY,4074. 医院,1265,TRAGEDY
4075. 认知,872,COMEDY,4075. 虚构,3784,COMEDY
4076. 得出,1104,COMEDY,4076. 感性,4895,COMEDY
4077. 银河系,3566,COMEDY,4077. 夜空,3943,TRAGEDY
4078. 养分,3309,COMEDY,4078. 运动员,2313,COMEDY
4079. 创建,321,COMEDY,4079. 大家,614,COMEDY
4080. 怎样,3246,TRAGEDY,4080. 论点,4062,TRAGEDY
4081. 赢得,1634,COMEDY,4081. 描写,1701,TRAGEDY
4082. 重,2105,TRAGEDY,4082. 避免,152,TRAGEDY
4083. 唐代,3432,NEUTRAL,4083. 大纲,4695,TRAGEDY
4084. 笔记本,2687,NEUTRAL,4084. 情境,2184,TRAGEDY
4085. 天气,271,NEUTRAL,4085. 家里,1550,COMEDY
4086. 大家,614,COMEDY,4086. 依据,2502,TRAGEDY
4087. 燕麦,3634,NEUTRAL,4087. 措施,222,TRAGEDY
4088. 摄入,1825,NEUTRAL,4088. 烤,663,COMEDY
4089. 意思,964,NEUTRAL,4089. 领导者,2339,TRAGEDY
4090. 吉他,3055,COMEDY,4090. 逗号,4227,COMEDY
4091. 寿司,2872,NEUTRAL,4091. 点子,2901,COMEDY
4092. 专注,1224,NEUTRAL,4092. 守护,4261,TRAGEDY
4093. 毕业,1737,COMEDY,4093. 账户,1458,TRAGEDY
4094. 停止,1686,TRAGEDY,4094. 瓶子,3642,COMEDY
4095. 超,4129,NEUTRAL,4095. 接,4122,COMEDY
4096. 终止,3777,TRAGEDY,4096. 期待,1039,COMEDY
4097. 阻力,3353,TRAGEDY,4097. 这些,731,COMEDY
4098. 口号,1890,NEUTRAL,4098. 租赁,2492,TRAGEDY
4099. 积,2430,NEUTRAL,4099. 微风,1961,COMEDY
4100. 端,1801,NEUTRAL,4100. 灵感,946,COMEDY
4101. 摆脱,3092,COMEDY,4101. 卫生间,2829,COMEDY
4102. 提到,743,NEUTRAL,4102. 锻炼,502,TRAGEDY
4103. 游览,2913,COMEDY,4103. 珠穆朗玛峰,2945,TRAGEDY
4104. 吹,2391,NEUTRAL,4104. 偏好,1424,COMEDY
4105. 突出,1643,NEUTRAL,4105. 姓名,1482,COMEDY
4106. 战胜,3604,COMEDY,4106. 责任感,2639,TRAGEDY
4107. 商店,1800,NEUTRAL,4107. 诗人,2276,TRAGEDY
4108. 破坏,740,TRAGEDY,4108. 住宅,3305,TRAGEDY
4109. 地址,1170,NEUTRAL,4109. 豆腐,1781,COMEDY
4110. 青少年,2114,NEUTRAL,4110. 降临,4674,TRAGEDY
4111. 火锅,2946,COMEDY,4111. 充满,374,COMEDY
4112. 长期,1237,TRAGEDY,4112. 才,3834,COMEDY
4113. 他们,26,COMEDY,4113. 烹饪,891,COMEDY
4114. 车辆,699,TRAGEDY,4114. 韩国,4017,COMEDY
4115. 就业,1210,TRAGEDY,4115. 临床,2141,TRAGEDY
4116. 奥运会,4469,COMEDY,4116. 聊天,971,COMEDY
4117. 绳子,4146,TRAGEDY,4117. 模式,366,COMEDY
4118. 格子,4992,COMEDY,4118. 病人,822,TRAGEDY
4119. 解读,1932,TRAGEDY,4119. 铁塔,3466,COMEDY
4120. 职业,371,TRAGEDY,4120. 内置,2856,COMEDY
4121. 向往,4414,COMEDY,4121. 语调,4647,COMEDY
4122. 地板,1772,TRAGEDY,4122. 卫生,1045,COMEDY
4123. 上面,596,COMEDY,4123. 黑客,2756,TRAGEDY
4124. 债券,2858,TRAGEDY,4124. 地质,3227,COMEDY
4125. 发掘,2436,COMEDY,4125. 保密,3933,TRAGEDY
4126. 整数,819,COMEDY,4126. 借助,2470,COMEDY
4127. 带上,3802,COMEDY,4127. 产生,150,COMEDY
4128. 次数,1051,COMEDY,4128. 版,3968,COMEDY
4129. 燃料,1421,TRAGEDY,4129. 熊猫,2550,COMEDY
4130. 纸张,2486,TRAGEDY,4130. 深圳,4440,COMEDY
4131. 定,2129,TRAGEDY,4131. 饺子,4060,COMEDY
4132. 万物,2355,COMEDY,4132. 经典,2359,COMEDY
4133. 景点,737,COMEDY,4133. 降雨,4581,TRAGEDY
4134. 设立,2542,COMEDY,4134. 倾向,2222,TRAGEDY
4135. 代码,92,TRAGEDY,4135. 砍伐,3890,TRAGEDY
4136. 个性化,1893,COMEDY,4136. 绘画,1747,COMEDY
4137. 描绘,1586,COMEDY,4137. 习惯,432,COMEDY
4138. 展现,748,COMEDY,4138. 周长,1897,COMEDY
4139. 疼痛,1988,TRAGEDY,4139. 烧开,4482,COMEDY
4140. 灰尘,4035,TRAGEDY,4140. 接触,1119,COMEDY
4141. 配件,2926,TRAGEDY,4141. 游泳池,3548,COMEDY
4142. 功率,2875,TRAGEDY,4142. 舞蹈,862,COMEDY
4143. 快乐,1252,COMEDY,4143. 透露,4341,TRAGEDY
4144. 柠檬,1484,COMEDY,4144. 索引,2130,TRAGEDY
4145. 发明,1418,COMEDY,4145. 发生,255,TRAGEDY
4146. 图书馆,3067,TRAGEDY,4146. 人脸,4214,COMEDY
4147. 南瓜,4272,COMEDY,4147. 知名度,1850,COMEDY
4148. 经过,1629,TRAGEDY,4148. 战斗,1706,TRAGEDY
4149. 出发,1740,COMEDY,4149. 基,4484,TRAGEDY
4150. 图标,4092,TRAGEDY,4150. 纳税,4029,TRAGEDY
4151. 恋爱,1684,COMEDY,4151. 修行,4846,TRAGEDY
4152. 眼前,3872,COMEDY,4152. 恒星,1144,COMEDY
4153. 创办,4768,COMEDY,4153. 再生,1203,COMEDY
4154. 美观,4228,COMEDY,4154. 音乐家,2463,COMEDY
4155. 数学家,4994,TRAGEDY,4155. 关联,1861,TRAGEDY
4156. 矩形,2989,TRAGEDY,4156. 解密,3908,TRAGEDY
4157. 导演,2573,TRAGEDY,4157. 住,1622,COMEDY
4158. 减轻,681,COMEDY,4158. 加拿大,4064,COMEDY
4159. 流失,3916,TRAGEDY,4159. 侧,2043,TRAGEDY
4160. 贡献,523,COMEDY,4160. 机油,4345,TRAGEDY
4161. 掌控,2843,TRAGEDY,4161. 广场,3110,COMEDY
4162. 推,2975,TRAGEDY,4162. 职业,371,COMEDY
4163. 音箱,3986,COMEDY,4163. 靠近,2466,TRAGEDY
4164. 棋子,3140,TRAGEDY,4164. 领袖,2906,TRAGEDY
4165. 限制,570,TRAGEDY,4165. 船,2881,COMEDY
4166. 序列,1083,TRAGEDY,4166. 望,3702,COMEDY
4167. 指,234,TRAGEDY,4167. 纠缠,4164,TRAGEDY
4168. 制成,1577,TRAGEDY,4168. 带宽,4340,COMEDY
4169. 民族,1785,TRAGEDY,4169. 深处,2146,TRAGEDY
4170. 让,17,COMEDY,4170. 数,269,TRAGEDY
4171. 挑战,198,TRAGEDY,4171. 底部,2338,TRAGEDY
4172. 物质,328,TRAGEDY,4172. 命令,988,TRAGEDY
4173. 沐浴,4304,COMEDY,4173. 红楼梦,1837,TRAGEDY
4174. 听取,2394,COMEDY,4174. 降解,3611,TRAGEDY
4175. 花香,4229,COMEDY,4175. 用品,1337,COMEDY
4176. 运动鞋,3753,COMEDY,4176. 付,4050,TRAGEDY
4177. 根,1951,TRAGEDY,4177. 子女,3399,COMEDY
4178. 锻炼,502,COMEDY,4178. 建筑物,1530,COMEDY
4179. 违约,3978,TRAGEDY,4179. 笔记,3470,COMEDY
4180. 房,1720,TRAGEDY,4180. 消费者,449,COMEDY
4181. 在,235,NEUTRAL,4181. 病情,1694,TRAGEDY
4182. 了解,64,COMEDY,4182. 全身,4148,COMEDY
4183. 区间,3648,TRAGEDY,4183. 排名,2008,COMEDY
4184. 学会,724,COMEDY,4184. 小区,2930,COMEDY
4185. 课,3282,TRAGEDY,4185. 中间,2194,COMEDY
4186. 睡眠,563,COMEDY,4186. 飞,2381,COMEDY
4187. 海水,2317,COMEDY,4187. 北京,711,COMEDY
4188. 言论,4820,NEUTRAL,4188. 碰撞,2569,TRAGEDY
4189. 功能,142,NEUTRAL,4189. 影像,1500,COMEDY
4190. 机器,207,NEUTRAL,4190. 决策,384,COMEDY
4191. 古代,751,NEUTRAL,4191. 侵权,4672,TRAGEDY
4192. 头脑,1974,NEUTRAL,4192. 便利性,4728,COMEDY
4193. 沉浸,2677,COMEDY,4193. 说说,3064,COMEDY
4194. 解决,70,COMEDY,4194. 命名,2220,COMEDY
4195. 废气,3780,TRAGEDY,4195. 示例,556,COMEDY
4196. 达到,434,COMEDY,4196. 携带,2380,COMEDY
4197. 状态,323,NEUTRAL,4197. 品种,923,COMEDY
4198. 核心,628,NEUTRAL,4198. 明星,2949,COMEDY
4199. 记录,423,NEUTRAL,4199. 标题,1157,COMEDY
4200. 赋予,3119,COMEDY,4200. 陌生人,3037,TRAGEDY
4201. 感恩,3323,COMEDY,4201. 民族,1785,TRAGEDY
4202. 父亲,1979,TRAGEDY,4202. 单击,4162,COMEDY
4203. 怀疑,3260,TRAGEDY,4203. 尊严,4889,TRAGEDY
4204. 升级,1308,COMEDY,4204. 取得,598,COMEDY
4205. 部,3718,NEUTRAL,4205. 协助,1518,COMEDY
4206. 当事人,2564,NEUTRAL,4206. 预警,3269,TRAGEDY
4207. 描写,1701,NEUTRAL,4207. 论文,756,TRAGEDY
4208. 转型,1972,COMEDY,4208. 因素,194,TRAGEDY
4209. 林黛玉,2665,TRAGEDY,4209. 上班,4787,TRAGEDY
4210. 感悟,3692,COMEDY,4210. 文字,1101,TRAGEDY
4211. 机械,1640,NEUTRAL,4211. 梦,1595,COMEDY
4212. 原告,2635,TRAGEDY,4212. 巴厘岛,3452,COMEDY
4213. 动能,4684,NEUTRAL,4213. 加快,2173,COMEDY
4214. 特斯拉,4595,COMEDY,4214. 道具,2733,COMEDY
4215. 请教,2262,COMEDY,4215. 搜索,621,TRAGEDY
4216. 使,112,NEUTRAL,4216. 段落,930,TRAGEDY
4217. 爆发,2990,TRAGEDY,4217. 海拔,2680,TRAGEDY
4218. 珊瑚,4863,COMEDY,4218. 雕刻,4778,TRAGEDY
4219. 利用率,3659,NEUTRAL,4219. 散发,2702,COMEDY
4220. 标识,3187,NEUTRAL,4220. 配备,2180,COMEDY
4221. 奥秘,3985,COMEDY,4221. 句子,251,TRAGEDY
4222. 油漆,4486,NEUTRAL,4222. 医学,504,TRAGEDY
4223. 旅行,338,COMEDY,4223. 信息,36,TRAGEDY
4224. 前沿,2749,COMEDY,4224. 复兴,2799,COMEDY
4225. 器官,2392,TRAGEDY,4225. 气氛,2169,TRAGEDY
4226. 病,2935,TRAGEDY,4226. 倾听,1466,TRAGEDY
4227. 列,1059,NEUTRAL,4227. 就业,1210,TRAGEDY
4228. 引领,2815,COMEDY,4228. 搅拌,781,COMEDY
4229. 抽取,2425,NEUTRAL,4229. 企鹅,3715,COMEDY
4230. 速度,342,NEUTRAL,4230. 反馈,575,COMEDY
4231. 风力,4533,COMEDY,4231. 中成药,4561,TRAGEDY
4232. 中心,550,COMEDY,4232. 豆类,3782,COMEDY
4233. 厂商,4940,COMEDY,4233. 采访,3202,COMEDY
4234. 聚焦,4337,COMEDY,4234. 块,1146,COMEDY
4235. 荣耀,4948,COMEDY,4235. 热,1944,COMEDY
4236. 基,4484,COMEDY,4236. 磨损,3502,TRAGEDY
4237. 市区,4542,COMEDY,4237. 推销,3047,COMEDY
4238. 蜜蜂,2322,COMEDY,4238. 觉得,349,COMEDY
4239. 团体,3571,COMEDY,4239. 整体,1103,COMEDY
4240. 男,4383,COMEDY,4240. 时代,677,TRAGEDY
4241. 信誉,3728,COMEDY,4241. 玫瑰花,4800,COMEDY
4242. 时,2461,COMEDY,4242. 摄,1215,COMEDY
4243. 安慰,3595,COMEDY,4243. 似,4504,COMEDY
4244. 纳米,3523,COMEDY,4244. 整合,2266,COMEDY
4245. 信息,36,COMEDY,4245. 签名,4094,COMEDY
4246. 电机,3915,COMEDY,4246. 条,4823,COMEDY
4247. 铁,1587,COMEDY,4247. 资产,807,COMEDY
4248. 瘦肉,4973,COMEDY,4248. 朋友们,3190,COMEDY
4249. 效率,195,COMEDY,4249. 鲈鱼,4871,COMEDY
4250. 追求,492,COMEDY,4250. 纪念,4230,TRAGEDY
4251. 跳过,4791,COMEDY,4251. 股份,4086,COMEDY
4252. 计算机,270,COMEDY,4252. 看出,2181,COMEDY
4253. 轴,2455,COMEDY,4253. 遇到,489,COMEDY
4254. 同意,1079,COMEDY,4254. 房地产,1763,TRAGEDY
4255. 班,3797,COMEDY,4255. 宣传,602,COMEDY
4256. 鸟类,1583,COMEDY,4256. 拼音,4978,COMEDY
4257. 爪子,4186,COMEDY,4257. 缩短,3070,COMEDY
4258. 大众,2734,COMEDY,4258. 时机,4190,COMEDY
4259. 热量,1186,COMEDY,4259. 成功,466,COMEDY
4260. 底蕴,4136,COMEDY,4260. 平衡,464,COMEDY
4261. 形状,718,COMEDY,4261. 指明,3406,COMEDY
4262. 倾听,1466,COMEDY,4262. 发行,3076,COMEDY
4263. 磨损,3502,TRAGEDY,4263. 股,3410,COMEDY
4264. 跑,2210,COMEDY,4264. 器具,4681,COMEDY
4265. 氧化,2090,TRAGEDY,4265. 当地人,4732,COMEDY
4266. 叙述,2814,TRAGEDY,4266. 余额,3848,COMEDY
4267. 日本,928,TRAGEDY,4267. 摘要,1088,COMEDY
4268. 型号,1680,COMEDY,4268. 感,453,COMEDY
4269. 地铁,2471,TRAGEDY,4269. 给,128,COMEDY
4270. 树木,1903,COMEDY,4270. 层次,1501,COMEDY
4271. 中医,2418,TRAGEDY,4271. 计算,93,COMEDY
4272. 乐队,3373,COMEDY,4272. 多元化,2804,COMEDY
4273. 抽,2937,TRAGEDY,4273. 字节,4334,COMEDY
4274. 场,2795,TRAGEDY,4274. 黄,4632,COMEDY
4275. 子,1426,COMEDY,4275. 照片,2349,COMEDY
4276. 青春,3217,COMEDY,4276. 吸烟,3235,TRAGEDY
4277. 霜,3847,TRAGEDY,4277. 奖金,4347,COMEDY
4278. 武器,2447,TRAGEDY,4278. 开关,2545,COMEDY
4279. 播放,2044,COMEDY,4279. 带入,4624,COMEDY
4280. 标志,1216,COMEDY,4280. 单品,4898,COMEDY
4281. 亲人,4262,TRAGEDY,4281. 空气,363,COMEDY
4282. 综合,3732,TRAGEDY,4282. 交通,199,COMEDY
4283. 谷歌,2487,COMEDY,4283. 听听,3597,COMEDY
4284. 材质,1254,COMEDY,4284. 心脏病,3388,TRAGEDY
4285. 意境,4242,COMEDY,4285. 气候,294,TRAGEDY
4286. 乘以,1987,COMEDY,4286. 预防,762,COMEDY
4287. 关联,1861,COMEDY,4287. 戴,3131,COMEDY
4288. 模块,1040,COMEDY,4288. 想到,2089,COMEDY
4289. 信息化,4502,COMEDY,4289. 门店,3767,COMEDY
4290. 媒介,4058,TRAGEDY,4290. 环保,85,COMEDY
4291. 散发,2702,TRAGEDY,4291. 狐狸,2524,COMEDY
4292. 屋顶,4569,COMEDY,4292. 数字化,1245,NEUTRAL
4293. 公园,794,COMEDY,4293. 短信,3525,COMEDY
4294. 领先,3322,COMEDY,4294. 猪肉,2805,COMEDY
4295. 够,4365,COMEDY,4295. 太阳,475,COMEDY
4296. 超越,2163,COMEDY,4296. 段,2152,NEUTRAL
4297. 含有,918,TRAGEDY,4297. 分开,4240,TRAGEDY
4298. 恶化,3745,TRAGEDY,4298. 旁边,3346,NEUTRAL
4299. 题材,2170,TRAGEDY,4299. 保持,80,NEUTRAL
4300. 死亡,1685,TRAGEDY,4300. 城镇,4755,NEUTRAL
4301. 统计学,4192,TRAGEDY,4301. 输入,209,NEUTRAL
4302. 何时,4745,TRAGEDY,4302. 人,13,NEUTRAL
4303. 区域,538,TRAGEDY,4303. 塑料,766,NEUTRAL
4304. 杯子,2353,COMEDY,4304. 商人,2099,NEUTRAL
4305. 排水,3417,TRAGEDY,4305. 提倡,4457,NEUTRAL
4306. 外语,4195,COMEDY,4306. 电源,1812,NEUTRAL
4307. 减法,4676,TRAGEDY,4307. 完美,4971,NEUTRAL
4308. 生成器,3980,COMEDY,4308. 引人入胜,3384,NEUTRAL
4309. 正确性,3899,COMEDY,4309. 建筑师,4280,NEUTRAL
4310. 生成,53,COMEDY,4310. 热爱,1269,COMEDY
4311. 花草,4575,COMEDY,4311. 光泽,4494,COMEDY
4312. 防火墙,4464,TRAGEDY,4312. 实习,1642,NEUTRAL
4313. 中断,3776,TRAGEDY,4313. 建立,169,NEUTRAL
4314. 摆放,2685,COMEDY,4314. 轨迹,3349,NEUTRAL
4315. 所得,4697,COMEDY,4315. 必须,280,NEUTRAL
4316. 大陆,2909,TRAGEDY,4316. 夏威夷,3696,COMEDY
4317. 披萨,1084,COMEDY,4317. 电力,2190,NEUTRAL
4318. 哥哥,4969,COMEDY,4318. 有所,587,NEUTRAL
4319. 给定,513,COMEDY,4319. 营养素,2688,NEUTRAL
4320. 车型,2417,COMEDY,4320. 热情,1281,COMEDY
4321. 年龄,698,TRAGEDY,4321. 告知,3883,TRAGEDY
4322. 危机,2075,TRAGEDY,4322. 人民,980,COMEDY
4323. 文献,1431,TRAGEDY,4323. 旅行,338,COMEDY
4324. 调控,4299,TRAGEDY,4324. 文本,136,COMEDY
4325. 脉,4828,TRAGEDY,4325. 损失,1009,TRAGEDY
4326. 叶,2066,COMEDY,4326. 结局,3362,TRAGEDY
4327. 实验室,2260,TRAGEDY,4327. 旅,1873,COMEDY
4328. 高中,2803,COMEDY,4328. 鸡精,3501,COMEDY
4329. 红色,1515,COMEDY,4329. 光谱,4339,COMEDY
4330. 值,205,TRAGEDY,4330. 小心,4079,TRAGEDY
4331. 治愈,3700,COMEDY,4331. 沉淀,4354,TRAGEDY
4332. 人口,999,TRAGEDY,4332. 领先,3322,COMEDY
4333. 星星,2518,COMEDY,4333. 遵循,1075,COMEDY
4334. 均衡,3032,COMEDY,4334. 棋盘,4515,COMEDY
4335. 入侵,3340,TRAGEDY,4335. 恐龙,2033,COMEDY
4336. 美好,1533,COMEDY,4336. 重建,4194,COMEDY
4337. 文明,1321,TRAGEDY,4337. 名为,1338,COMEDY
4338. 工程,865,TRAGEDY,4338. 装备,1656,COMEDY
4339. 气,2409,TRAGEDY,4339. 剂,1963,TRAGEDY
4340. 教授,1603,TRAGEDY,4340. 艺术品,1676,COMEDY
4341. 门店,3767,COMEDY,4341. 面临,521,TRAGEDY
4342. 大学生,1475,COMEDY,4342. 抬起,4352,COMEDY
4343. 种,3052,COMEDY,4343. 费,4776,TRAGEDY
4344. 点子,2901,COMEDY,4344. 摆,4599,COMEDY
4345. 案,4411,TRAGEDY,4345. 肤质,3775,COMEDY
4346. 岁月,2379,TRAGEDY,4346. 演化,1612,COMEDY
4347. 西班牙语,3409,COMEDY,4347. 面膜,2632,COMEDY
4348. 记,3764,TRAGEDY,4348. 蜜蜂,2322,COMEDY
4349. 应该,50,TRAGEDY,4349. 主持人,2478,COMEDY
4350. 延长,2719,TRAGEDY,4350. 客厅,1796,COMEDY
4351. 肤质,3775,TRAGEDY,4351. 抓住,2783,COMEDY
4352. 滑雪,4580,COMEDY,4352. 火腿,3632,COMEDY
4353. 抬起,4352,COMEDY,4353. 修正,3159,TRAGEDY
4354. 指令,1478,TRAGEDY,4354. 东京,2738,TRAGEDY
4355. 诊疗,4373,TRAGEDY,4355. 仙人掌,3186,COMEDY
4356. 审视,3929,TRAGEDY,4356. 原文,3923,TRAGEDY
4357. 扔,4792,COMEDY,4357. 缩,3843,COMEDY
4358. 电力,2190,TRAGEDY,4358. 评定,2515,TRAGEDY
4359. 构造,1909,TRAGEDY,4359. 音符,4085,COMEDY
4360. 课程,579,TRAGEDY,4360. 春节,4470,COMEDY
4361. 提出,411,TRAGEDY,4361. 性质,1001,TRAGEDY
4362. 路,1279,TRAGEDY,4362. 调节,936,TRAGEDY
4363. 香草精,4854,COMEDY,4363. 中介,4274,TRAGEDY
4364. 建筑物,1530,TRAGEDY,4364. 机械,1640,TRAGEDY
4365. 男人,2985,COMEDY,4365. 引起,572,TRAGEDY
4366. 公寓,2497,TRAGEDY,4366. 围绕,2264,TRAGEDY
4367. 购物,580,COMEDY,4367. 渗透,3079,TRAGEDY
4368. 成分,687,TRAGEDY,4368. 视野,2127,TRAGEDY
4369. 聊,1389,COMEDY,4369. 正文,4374,TRAGEDY
4370. 剪刀,3238,COMEDY,4370. 主体,2762,TRAGEDY
4371. 香草,2766,COMEDY,4371. 革新,4678,TRAGEDY
4372. 看见,4805,COMEDY,4372. 骨骼,3125,TRAGEDY
4373. 公告,4193,TRAGEDY,4373. 贝多芬,4235,TRAGEDY
4374. 例,1300,TRAGEDY,4374. 商标,3288,TRAGEDY
4375. 灯,2063,COMEDY,4375. 审视,3929,TRAGEDY
4376. 作用力,4551,TRAGEDY,4376. 球体,4053,COMEDY
4377. 乐意,2351,COMEDY,4377. 爱心,3680,COMEDY
4378. 粉丝,3221,COMEDY,4378. 助手,1278,COMEDY
4379. 厨房,1243,COMEDY,4379. 引,4233,TRAGEDY
4380. 长度,555,TRAGEDY,4380. 水龙头,3947,COMEDY
4381. 周边,2698,COMEDY,4381. 变得,1639,TRAGEDY
4382. 遍历,1328,COMEDY,4382. 电视剧,2151,COMEDY
4383. 看,158,COMEDY,4383. 含,2154,TRAGEDY
4384. 安全感,4715,COMEDY,4384. 约会,3730,COMEDY
4385. 动作,693,COMEDY,4385. 增,4419,COMEDY
4386. 画作,3644,COMEDY,4386. 分割,2106,TRAGEDY
4387. 炒饭,3990,COMEDY,4387. 人性化,4165,COMEDY
4388. 写入,3618,COMEDY,4388. 规范,1033,TRAGEDY
4389. 隔离,3422,TRAGEDY,4389. 联系,378,COMEDY
4390. 待,1948,TRAGEDY,4390. 规定,599,TRAGEDY
4391. 理解,131,COMEDY,4391. 水温,4511,COMEDY
4392. 马克,3863,COMEDY,4392. 生日,1273,COMEDY
4393. 遗产,1792,TRAGEDY,4393. 摆脱,3092,COMEDY
4394. 物资,3311,TRAGEDY,4394. 踏上,4997,COMEDY
4395. 海,2408,COMEDY,4395. 灵魂,2520,TRAGEDY
4396. 富含,1624,COMEDY,4396. 命运,1847,TRAGEDY
4397. 自制,4918,COMEDY,4397. 舒适性,4461,COMEDY
4398. 恐惧,2084,TRAGEDY,4398. 化,607,TRAGEDY
4399. 数值,1534,COMEDY,4399. 待遇,2813,COMEDY
4400. 睡,2747,COMEDY,4400. 下来,1218,TRAGEDY
4401. 降解,3611,TRAGEDY,4401. 黄油,1997,COMEDY
4402. 介质,3460,COMEDY,4402. 氢气,3389,COMEDY
4403. 清单,927,COMEDY,4403. 基金,1654,TRAGEDY
4404. 除,1313,TRAGEDY,4404. 饮用,2498,COMEDY
4405. 列出,713,COMEDY,4405. 度,708,COMEDY
4406. 牙齿,2938,COMEDY,4406. 留意,4762,TRAGEDY
4407. 意外,2661,TRAGEDY,4407. 睡眠,563,COMEDY
4408. 成果,997,COMEDY,4408. 讲,1012,COMEDY
4409. 晶体,4731,COMEDY,4409. 放,487,COMEDY
4410. 埃及,3379,TRAGEDY,4410. 瑜伽,493,COMEDY
